lifted_rel_path	proposed_target_rel_path	basename	candidate_count	candidate_paths	size_bytes	sha256
10_来源库_SOURCE_LIBRARY/01_Kimi拆书待入库/GROUP_08_A股量化_数据研究__SOURCE_RAW/新的参考书/《Python股票量化交易从入门到实践》完整版/2.其他量化资料(62份)（赠品）/量化选股 40份/多因子选股模型/A股全市场选股策略研究.pdf	10_source_library_archive/mirror_kimi_inbox/GROUP_08_A股量化_数据研究__SOURCE_RAW/新的参考书/《Python股票量化交易从入门到实践》完整版/2.其他量化资料(62份)（赠品）/量化选股 40份/多因子选股模型/A股全市场选股策略研究.pdf	A股全市场选股策略研究.pdf	1	GROUP_08_A股量化_数据研究/00_external_import_staging/confirmed_bookdir/量化选股 40份/多因子选股模型/A股全市场选股策略研究.pdf	373366	f8fceb57b078b049615c422e38f3cd5502ac1d6ec51e4a0251de14590ce41c0e
10_来源库_SOURCE_LIBRARY/01_Kimi拆书待入库/GROUP_08_A股量化_数据研究__SOURCE_RAW/新的参考书/《Python股票量化交易从入门到实践》完整版/2.其他量化资料(62份)（赠品）/量化选股 40份/选股因子研究系列/A股市场特征研究（二）——波段划分新方法及应用展望.pdf	10_source_library_archive/mirror_kimi_inbox/GROUP_08_A股量化_数据研究__SOURCE_RAW/新的参考书/《Python股票量化交易从入门到实践》完整版/2.其他量化资料(62份)（赠品）/量化选股 40份/选股因子研究系列/A股市场特征研究（二）——波段划分新方法及应用展望.pdf	A股市场特征研究（二）——波段划分新方法及应用展望.pdf	1	GROUP_08_A股量化_数据研究/00_external_import_staging/confirmed_bookdir/量化选股 40份/选股因子研究系列/A股市场特征研究（二）——波段划分新方法及应用展望.pdf	467132	1f5501fc843357791f47a3d0dd6cdd56dddfdefbb0467feb8c1e98cf1502b0f9
10_来源库_SOURCE_LIBRARY/01_Kimi拆书待入库/GROUP_01_微观结构_交易所_HFT/01_F2_cutpack_v2_final/manifest_v2.tsv	10_source_library_archive/mirror_kimi_inbox/GROUP_01_微观结构_交易所_HFT/01_F2_cutpack_v2_final/manifest_v2.tsv	manifest_v2.tsv	1	GROUP_08_A股量化_数据研究/06_pdf_retained_cut_v2/manifest_v2.tsv	2971	9e6251f88250d021d9ea4c9205d608aaa3d7d3ca2b34a45c09c901b0cd8e4b10
10_来源库_SOURCE_LIBRARY/01_Kimi拆书待入库/GROUP_05_趋势_系统交易/01_F1_cutpack_v2_final/manifest_v2.tsv	10_source_library_archive/mirror_kimi_inbox/GROUP_05_趋势_系统交易/01_F1_cutpack_v2_final/manifest_v2.tsv	manifest_v2.tsv	1	GROUP_08_A股量化_数据研究/06_pdf_retained_cut_v2/manifest_v2.tsv	3073	1d83f36318f26c0faaba035527dd39b92b89e124366409988e4e8fd99fe416e9
10_来源库_SOURCE_LIBRARY/01_Kimi拆书待入库/GROUP_06_Auction_MarketProfile_价格行为/01_A2_cutpack_v2/manifest_v2.tsv	10_source_library_archive/mirror_kimi_inbox/GROUP_06_Auction_MarketProfile_价格行为/01_A2_cutpack_v2/manifest_v2.tsv	manifest_v2.tsv	1	GROUP_08_A股量化_数据研究/06_pdf_retained_cut_v2/manifest_v2.tsv	1583	6a5de45c57675a4ef3aca096faaa94ba826b9acfafb5cccbb6f085ed7d2e0182
10_来源库_SOURCE_LIBRARY/01_Kimi拆书待入库/GROUP_06_Auction_MarketProfile_价格行为/01_A2_cutpack_v2_final/manifest_v2.tsv	10_source_library_archive/mirror_kimi_inbox/GROUP_06_Auction_MarketProfile_价格行为/01_A2_cutpack_v2_final/manifest_v2.tsv	manifest_v2.tsv	1	GROUP_08_A股量化_数据研究/06_pdf_retained_cut_v2/manifest_v2.tsv	1677	92247d81ac844763c746bd5d42b77908277ea2c4862177016b4a66e1db69ebc8
10_来源库_SOURCE_LIBRARY/01_Kimi拆书待入库/GROUP_09_完善体系书库_切割产物/01_A1_cutpack_v2/manifest_v2.tsv	10_source_library_archive/mirror_kimi_inbox/GROUP_09_完善体系书库_切割产物/01_A1_cutpack_v2/manifest_v2.tsv	manifest_v2.tsv	1	GROUP_08_A股量化_数据研究/06_pdf_retained_cut_v2/manifest_v2.tsv	1549	eda55c25305b04a6ce3f5d8412830ec82eb059f869b0d3671ddab6b1e79fd6f3
10_来源库_SOURCE_LIBRARY/01_Kimi拆书待入库/GROUP_09_完善体系书库_切割产物/01_A1_cutpack_v2_final/manifest_v2.tsv	10_source_library_archive/mirror_kimi_inbox/GROUP_09_完善体系书库_切割产物/01_A1_cutpack_v2_final/manifest_v2.tsv	manifest_v2.tsv	1	GROUP_08_A股量化_数据研究/06_pdf_retained_cut_v2/manifest_v2.tsv	2102	42f8955e23220abea39fed5ed37fb1460f80c99ea5550cecb7b6eb95c8b84a63
10_来源库_SOURCE_LIBRARY/01_Kimi拆书待入库/GROUP_09_完善体系书库_切割产物/02_A3C1_cutpack_v2/manifest_v2.tsv	10_source_library_archive/mirror_kimi_inbox/GROUP_09_完善体系书库_切割产物/02_A3C1_cutpack_v2/manifest_v2.tsv	manifest_v2.tsv	1	GROUP_08_A股量化_数据研究/06_pdf_retained_cut_v2/manifest_v2.tsv	970	7ccb50567e427b6891cfc2d163ef46d52d5b3c56b4ef603c1c58aff2ece42ed9
10_来源库_SOURCE_LIBRARY/01_Kimi拆书待入库/GROUP_09_完善体系书库_切割产物/02_A3C1_cutpack_v2_final/manifest_v2.tsv	10_source_library_archive/mirror_kimi_inbox/GROUP_09_完善体系书库_切割产物/02_A3C1_cutpack_v2_final/manifest_v2.tsv	manifest_v2.tsv	1	GROUP_08_A股量化_数据研究/06_pdf_retained_cut_v2/manifest_v2.tsv	2914	bac62c09db7d93a57ae171c3a65b25214afd41055db46bf60b461b2a7ceb7262
10_来源库_SOURCE_LIBRARY/01_Kimi拆书待入库/GROUP_09_完善体系书库_切割产物/03_A3_extra_cutpack_v2_final/manifest_v2.tsv	10_source_library_archive/mirror_kimi_inbox/GROUP_09_完善体系书库_切割产物/03_A3_extra_cutpack_v2_final/manifest_v2.tsv	manifest_v2.tsv	1	GROUP_08_A股量化_数据研究/06_pdf_retained_cut_v2/manifest_v2.tsv	1785	950edeea8cda313fe67a2c7fc0ab8f066bc018bbf986b2d46c4c0807e06ceff3
10_来源库_SOURCE_LIBRARY/01_Kimi拆书待入库/GROUP_09_完善体系书库_切割产物/04_A4_cutpack_v2_final/manifest_v2.tsv	10_source_library_archive/mirror_kimi_inbox/GROUP_09_完善体系书库_切割产物/04_A4_cutpack_v2_final/manifest_v2.tsv	manifest_v2.tsv	1	GROUP_08_A股量化_数据研究/06_pdf_retained_cut_v2/manifest_v2.tsv	1309	93553b9ae3f46a49d62a7c1c94b8e19c2e537fe99550aa7e088ee23a7e32e9fd
10_来源库_SOURCE_LIBRARY/01_Kimi拆书待入库/GROUP_09_完善体系书库_切割产物/manifest_v2.tsv	10_source_library_archive/mirror_kimi_inbox/GROUP_09_完善体系书库_切割产物/manifest_v2.tsv	manifest_v2.tsv	1	GROUP_08_A股量化_数据研究/06_pdf_retained_cut_v2/manifest_v2.tsv	1309	93553b9ae3f46a49d62a7c1c94b8e19c2e537fe99550aa7e088ee23a7e32e9fd
10_来源库_SOURCE_LIBRARY/01_Kimi拆书待入库/GROUP_10_A5_财报_估值_组合管理/01_A5_cutpack_v1_final/manifest_v2.tsv	10_source_library_archive/mirror_kimi_inbox/GROUP_10_A5_财报_估值_组合管理/01_A5_cutpack_v1_final/manifest_v2.tsv	manifest_v2.tsv	1	GROUP_08_A股量化_数据研究/06_pdf_retained_cut_v2/manifest_v2.tsv	1408	730febafa87e83af3cc6ecefe460fb2c007934462aeab88818473e9473528e30
10_来源库_SOURCE_LIBRARY/01_Kimi拆书待入库/GROUP_08_A股量化_数据研究__SOURCE_RAW/新的参考书/《Python股票量化交易从入门到实践》完整版/2.其他量化资料(62份)（赠品）/量化选股 40份/财务指标选股研究系列/上市公司估值指标的稳定性与选股识别度.pdf	10_source_library_archive/mirror_kimi_inbox/GROUP_08_A股量化_数据研究__SOURCE_RAW/新的参考书/《Python股票量化交易从入门到实践》完整版/2.其他量化资料(62份)（赠品）/量化选股 40份/财务指标选股研究系列/上市公司估值指标的稳定性与选股识别度.pdf	上市公司估值指标的稳定性与选股识别度.pdf	1	GROUP_08_A股量化_数据研究/00_external_import_staging/confirmed_bookdir/量化选股 40份/财务指标选股研究系列/上市公司估值指标的稳定性与选股识别度.pdf	432008	82e51fdd2376af0f4fd03508092c168082d97eb18b1bf31e9afacd99c2f6415f
10_来源库_SOURCE_LIBRARY/01_Kimi拆书待入库/GROUP_08_A股量化_数据研究__SOURCE_RAW/新的参考书/《Python股票量化交易从入门到实践》完整版/2.其他量化资料(62份)（赠品）/量化选股 40份/财务指标选股研究系列/上市公司动量反转以及市值因子的选股识别度.pdf	10_source_library_archive/mirror_kimi_inbox/GROUP_08_A股量化_数据研究__SOURCE_RAW/新的参考书/《Python股票量化交易从入门到实践》完整版/2.其他量化资料(62份)（赠品）/量化选股 40份/财务指标选股研究系列/上市公司动量反转以及市值因子的选股识别度.pdf	上市公司动量反转以及市值因子的选股识别度.pdf	1	GROUP_08_A股量化_数据研究/00_external_import_staging/confirmed_bookdir/量化选股 40份/财务指标选股研究系列/上市公司动量反转以及市值因子的选股识别度.pdf	398482	16677dda93b173815fe3bb6f8a82904f52fddbedfb7f17758619b50c8645c765
10_来源库_SOURCE_LIBRARY/01_Kimi拆书待入库/GROUP_08_A股量化_数据研究__SOURCE_RAW/新的参考书/《Python股票量化交易从入门到实践》完整版/2.其他量化资料(62份)（赠品）/量化选股 40份/事件驱动策略系列/事件驱动策略之一——业绩预告之一——把握扭亏、预减公告，获取短期超额收益.pdf	10_source_library_archive/mirror_kimi_inbox/GROUP_08_A股量化_数据研究__SOURCE_RAW/新的参考书/《Python股票量化交易从入门到实践》完整版/2.其他量化资料(62份)（赠品）/量化选股 40份/事件驱动策略系列/事件驱动策略之一——业绩预告之一——把握扭亏、预减公告，获取短期超额收益.pdf	事件驱动策略之一——业绩预告之一——把握扭亏、预减公告，获取短期超额收益.pdf	1	GROUP_08_A股量化_数据研究/00_external_import_staging/confirmed_bookdir/量化选股 40份/事件驱动策略系列/事件驱动策略之一——业绩预告之一——把握扭亏、预减公告，获取短期超额收益.pdf	516129	caaae1f92b65f689bb872823b6f5a727395b7f5c7aaa39bf4f84f678126be646
10_来源库_SOURCE_LIBRARY/01_Kimi拆书待入库/GROUP_08_A股量化_数据研究__SOURCE_RAW/新的参考书/《Python股票量化交易从入门到实践》完整版/2.其他量化资料(62份)（赠品）/量化选股 40份/事件驱动策略系列/事件驱动策略之七——高送转行情下的事件性投资机会.pdf	10_source_library_archive/mirror_kimi_inbox/GROUP_08_A股量化_数据研究__SOURCE_RAW/新的参考书/《Python股票量化交易从入门到实践》完整版/2.其他量化资料(62份)（赠品）/量化选股 40份/事件驱动策略系列/事件驱动策略之七——高送转行情下的事件性投资机会.pdf	事件驱动策略之七——高送转行情下的事件性投资机会.pdf	1	GROUP_08_A股量化_数据研究/00_external_import_staging/confirmed_bookdir/量化选股 40份/事件驱动策略系列/事件驱动策略之七——高送转行情下的事件性投资机会.pdf	458106	4c4429d057d919d00c14b53ff9699c9294bc2d0d84be29900752543da6bfadfa
10_来源库_SOURCE_LIBRARY/01_Kimi拆书待入库/GROUP_08_A股量化_数据研究__SOURCE_RAW/新的参考书/《Python股票量化交易从入门到实践》完整版/2.其他量化资料(62份)（赠品）/量化选股 40份/事件驱动策略系列/事件驱动策略之三——指数样本股调整.pdf	10_source_library_archive/mirror_kimi_inbox/GROUP_08_A股量化_数据研究__SOURCE_RAW/新的参考书/《Python股票量化交易从入门到实践》完整版/2.其他量化资料(62份)（赠品）/量化选股 40份/事件驱动策略系列/事件驱动策略之三——指数样本股调整.pdf	事件驱动策略之三——指数样本股调整.pdf	1	GROUP_08_A股量化_数据研究/00_external_import_staging/confirmed_bookdir/量化选股 40份/事件驱动策略系列/事件驱动策略之三——指数样本股调整.pdf	449555	6300c4d56bf6fe659fb8b11b854ebfea6dd808c6c71319c4d40041599d9e73d7
10_来源库_SOURCE_LIBRARY/01_Kimi拆书待入库/GROUP_08_A股量化_数据研究__SOURCE_RAW/新的参考书/《Python股票量化交易从入门到实践》完整版/2.其他量化资料(62份)（赠品）/量化选股 40份/事件驱动策略系列/事件驱动策略之九——股权激励续篇.pdf	10_source_library_archive/mirror_kimi_inbox/GROUP_08_A股量化_数据研究__SOURCE_RAW/新的参考书/《Python股票量化交易从入门到实践》完整版/2.其他量化资料(62份)（赠品）/量化选股 40份/事件驱动策略系列/事件驱动策略之九——股权激励续篇.pdf	事件驱动策略之九——股权激励续篇.pdf	1	GROUP_08_A股量化_数据研究/00_external_import_staging/confirmed_bookdir/量化选股 40份/事件驱动策略系列/事件驱动策略之九——股权激励续篇.pdf	520111	3e82f2f364d27a624510059a05e2acf6a6540c4af13adda8a2b494eb0c1b43e0
10_来源库_SOURCE_LIBRARY/01_Kimi拆书待入库/GROUP_08_A股量化_数据研究__SOURCE_RAW/新的参考书/《Python股票量化交易从入门到实践》完整版/2.其他量化资料(62份)（赠品）/量化选股 40份/事件驱动策略系列/事件驱动策略之二——关注主板预减快报后的短期反弹机会以及中小板盈利公告.pdf	10_source_library_archive/mirror_kimi_inbox/GROUP_08_A股量化_数据研究__SOURCE_RAW/新的参考书/《Python股票量化交易从入门到实践》完整版/2.其他量化资料(62份)（赠品）/量化选股 40份/事件驱动策略系列/事件驱动策略之二——关注主板预减快报后的短期反弹机会以及中小板盈利公告.pdf	事件驱动策略之二——关注主板预减快报后的短期反弹机会以及中小板盈利公告.pdf	1	GROUP_08_A股量化_数据研究/00_external_import_staging/confirmed_bookdir/量化选股 40份/事件驱动策略系列/事件驱动策略之二——关注主板预减快报后的短期反弹机会以及中小板盈利公告.pdf	756962	edc3cb19592b0c8050eb290261c00633945b6cdb62fc8471fdcfacf72db17feb
10_来源库_SOURCE_LIBRARY/01_Kimi拆书待入库/GROUP_08_A股量化_数据研究__SOURCE_RAW/新的参考书/《Python股票量化交易从入门到实践》完整版/2.其他量化资料(62份)（赠品）/量化选股 40份/事件驱动策略系列/事件驱动策略之五——大股东增减持——关注增持比例较大的事件机会.pdf	10_source_library_archive/mirror_kimi_inbox/GROUP_08_A股量化_数据研究__SOURCE_RAW/新的参考书/《Python股票量化交易从入门到实践》完整版/2.其他量化资料(62份)（赠品）/量化选股 40份/事件驱动策略系列/事件驱动策略之五——大股东增减持——关注增持比例较大的事件机会.pdf	事件驱动策略之五——大股东增减持——关注增持比例较大的事件机会.pdf	1	GROUP_08_A股量化_数据研究/00_external_import_staging/confirmed_bookdir/量化选股 40份/事件驱动策略系列/事件驱动策略之五——大股东增减持——关注增持比例较大的事件机会.pdf	657088	85fe482d26ba8210fd03cab08675cd6f2bebd177b90cf4470fe6223a3825e32c
10_来源库_SOURCE_LIBRARY/01_Kimi拆书待入库/GROUP_08_A股量化_数据研究__SOURCE_RAW/新的参考书/《Python股票量化交易从入门到实践》完整版/2.其他量化资料(62份)（赠品）/量化选股 40份/事件驱动策略系列/事件驱动策略之六——规避预案陷阱，把握实施收益.pdf	10_source_library_archive/mirror_kimi_inbox/GROUP_08_A股量化_数据研究__SOURCE_RAW/新的参考书/《Python股票量化交易从入门到实践》完整版/2.其他量化资料(62份)（赠品）/量化选股 40份/事件驱动策略系列/事件驱动策略之六——规避预案陷阱，把握实施收益.pdf	事件驱动策略之六——规避预案陷阱，把握实施收益.pdf	1	GROUP_08_A股量化_数据研究/00_external_import_staging/confirmed_bookdir/量化选股 40份/事件驱动策略系列/事件驱动策略之六——规避预案陷阱，把握实施收益.pdf	537798	4b73e2d70019c15dd29f131a4a967f6c2fab9e4c1f175da082776c009a4a456f
10_来源库_SOURCE_LIBRARY/01_Kimi拆书待入库/GROUP_08_A股量化_数据研究__SOURCE_RAW/新的参考书/《Python股票量化交易从入门到实践》完整版/2.其他量化资料(62份)（赠品）/量化选股 40份/事件驱动策略系列/事件驱动策略之十一——事件驱动组合止损机制设计.pdf	10_source_library_archive/mirror_kimi_inbox/GROUP_08_A股量化_数据研究__SOURCE_RAW/新的参考书/《Python股票量化交易从入门到实践》完整版/2.其他量化资料(62份)（赠品）/量化选股 40份/事件驱动策略系列/事件驱动策略之十一——事件驱动组合止损机制设计.pdf	事件驱动策略之十一——事件驱动组合止损机制设计.pdf	1	GROUP_08_A股量化_数据研究/00_external_import_staging/confirmed_bookdir/量化选股 40份/事件驱动策略系列/事件驱动策略之十一——事件驱动组合止损机制设计.pdf	647309	eda1cabba5750dbd1013536241fbaabc24fe709a6b519c7d4083b8729e86beac
10_来源库_SOURCE_LIBRARY/01_Kimi拆书待入库/GROUP_08_A股量化_数据研究__SOURCE_RAW/新的参考书/《Python股票量化交易从入门到实践》完整版/2.其他量化资料(62份)（赠品）/量化选股 40份/事件驱动策略系列/事件驱动策略之十三——定增事件投资——甄别市场，把握买点.pdf	10_source_library_archive/mirror_kimi_inbox/GROUP_08_A股量化_数据研究__SOURCE_RAW/新的参考书/《Python股票量化交易从入门到实践》完整版/2.其他量化资料(62份)（赠品）/量化选股 40份/事件驱动策略系列/事件驱动策略之十三——定增事件投资——甄别市场，把握买点.pdf	事件驱动策略之十三——定增事件投资——甄别市场，把握买点.pdf	1	GROUP_08_A股量化_数据研究/00_external_import_staging/confirmed_bookdir/量化选股 40份/事件驱动策略系列/事件驱动策略之十三——定增事件投资——甄别市场，把握买点.pdf	1505631	f19d081c5b8062332cfb89f408271468d76c30d5ec640c90ba87b3093a16c35e
10_来源库_SOURCE_LIBRARY/01_Kimi拆书待入库/GROUP_08_A股量化_数据研究__SOURCE_RAW/新的参考书/《Python股票量化交易从入门到实践》完整版/2.其他量化资料(62份)（赠品）/量化选股 40份/事件驱动策略系列/事件驱动策略之十二——重要股东持股结构变化蕴含的信息分析.pdf	10_source_library_archive/mirror_kimi_inbox/GROUP_08_A股量化_数据研究__SOURCE_RAW/新的参考书/《Python股票量化交易从入门到实践》完整版/2.其他量化资料(62份)（赠品）/量化选股 40份/事件驱动策略系列/事件驱动策略之十二——重要股东持股结构变化蕴含的信息分析.pdf	事件驱动策略之十二——重要股东持股结构变化蕴含的信息分析.pdf	1	GROUP_08_A股量化_数据研究/00_external_import_staging/confirmed_bookdir/量化选股 40份/事件驱动策略系列/事件驱动策略之十二——重要股东持股结构变化蕴含的信息分析.pdf	1213641	22f70d60dd3909f6ab3a3a6e8f0a76f312782a910ee572cbfd6ceaa7e0304d1a
10_来源库_SOURCE_LIBRARY/01_Kimi拆书待入库/GROUP_08_A股量化_数据研究__SOURCE_RAW/新的参考书/《Python股票量化交易从入门到实践》完整版/2.其他量化资料(62份)（赠品）/量化选股 40份/事件驱动策略系列/事件驱动策略之四——ETF事件套利研究.pdf	10_source_library_archive/mirror_kimi_inbox/GROUP_08_A股量化_数据研究__SOURCE_RAW/新的参考书/《Python股票量化交易从入门到实践》完整版/2.其他量化资料(62份)（赠品）/量化选股 40份/事件驱动策略系列/事件驱动策略之四——ETF事件套利研究.pdf	事件驱动策略之四——ETF事件套利研究.pdf	1	GROUP_08_A股量化_数据研究/00_external_import_staging/confirmed_bookdir/量化选股 40份/事件驱动策略系列/事件驱动策略之四——ETF事件套利研究.pdf	377669	8bc5fda3f878f0e2b5b301323db7c26013717e68afde6cc9c0bd3a256d8588c7
10_来源库_SOURCE_LIBRARY/01_Kimi拆书待入库/GROUP_08_A股量化_数据研究__SOURCE_RAW/新的参考书/《Python股票量化交易从入门到实践》完整版/2.其他量化资料(62份)（赠品）/量化选股 40份/多因子选股模型/从极值角度进行选股因子有效性的确认——在换手率上的实证.pdf	10_source_library_archive/mirror_kimi_inbox/GROUP_08_A股量化_数据研究__SOURCE_RAW/新的参考书/《Python股票量化交易从入门到实践》完整版/2.其他量化资料(62份)（赠品）/量化选股 40份/多因子选股模型/从极值角度进行选股因子有效性的确认——在换手率上的实证.pdf	从极值角度进行选股因子有效性的确认——在换手率上的实证.pdf	1	GROUP_08_A股量化_数据研究/00_external_import_staging/confirmed_bookdir/量化选股 40份/多因子选股模型/从极值角度进行选股因子有效性的确认——在换手率上的实证.pdf	552442	824571d4c9a5a310fec0d6d8c6799f4f854eb35d22fdaea18c558c169af96c19
