batch_id	src_path	md_path	encoding	cluster_id	cluster_name
20260615_txt_to_md_0666ebd8ac	12_tooling_runtime_archive\batch_09_legacy_analysis_migration__20260707\lifted_trading_analysis\10_来源库_SOURCE_LIBRARY\01_Kimi拆书待入库\GROUP_08_A股量化_数据研究__SOURCE_RAW\新的参考书\《Python股票量化交易从入门到实践》完整版\1.量化策略代码(99份)（赠品）\11 酒股地中短线策略.txt	12_tooling_runtime_archive\batch_09_legacy_analysis_migration__20260707\lifted_trading_analysis\10_来源库_SOURCE_LIBRARY\01_Kimi拆书待入库\GROUP_08_A股量化_数据研究\05_txt源码_md归档\TX-07_杂项_练习_待筛\11 酒股地中短线策略.md	gb18030	TX-07	杂项/练习/向导/待筛
20260615_txt_to_md_0666ebd8ac	12_tooling_runtime_archive\batch_09_legacy_analysis_migration__20260707\lifted_trading_analysis\10_来源库_SOURCE_LIBRARY\01_Kimi拆书待入库\GROUP_08_A股量化_数据研究__SOURCE_RAW\新的参考书\《Python股票量化交易从入门到实践》完整版\1.量化策略代码(99份)（赠品）\12 【均值回归】基于zscore的均值回归策略（胜率100%）.txt	12_tooling_runtime_archive\batch_09_legacy_analysis_migration__20260707\lifted_trading_analysis\10_来源库_SOURCE_LIBRARY\01_Kimi拆书待入库\GROUP_08_A股量化_数据研究\05_txt源码_md归档\TX-02_因子_价值_财务_ML\12 【均值回归】基于zscore的均值回归策略（胜率100%）.md	gb18030	TX-02	因子/价值/财务/机器学习
20260615_txt_to_md_0666ebd8ac	12_tooling_runtime_archive\batch_09_legacy_analysis_migration__20260707\lifted_trading_analysis\10_来源库_SOURCE_LIBRARY\01_Kimi拆书待入库\GROUP_08_A股量化_数据研究__SOURCE_RAW\新的参考书\《Python股票量化交易从入门到实践》完整版\1.量化策略代码(99份)（赠品）\13 招行_海天配对策略-改进版.txt	12_tooling_runtime_archive\batch_09_legacy_analysis_migration__20260707\lifted_trading_analysis\10_来源库_SOURCE_LIBRARY\01_Kimi拆书待入库\GROUP_08_A股量化_数据研究\05_txt源码_md归档\TX-05_配对_统计套利_相关性\13 招行_海天配对策略-改进版.md	gb18030	TX-05	配对/统计套利/相关性
20260615_txt_to_md_0666ebd8ac	12_tooling_runtime_archive\batch_09_legacy_analysis_migration__20260707\lifted_trading_analysis\10_来源库_SOURCE_LIBRARY\01_Kimi拆书待入库\GROUP_08_A股量化_数据研究__SOURCE_RAW\新的参考书\《Python股票量化交易从入门到实践》完整版\1.量化策略代码(99份)（赠品）\14 抗击熊市的中短期低市值策略.txt	12_tooling_runtime_archive\batch_09_legacy_analysis_migration__20260707\lifted_trading_analysis\10_来源库_SOURCE_LIBRARY\01_Kimi拆书待入库\GROUP_08_A股量化_数据研究\05_txt源码_md归档\TX-07_杂项_练习_待筛\14 抗击熊市的中短期低市值策略.md	gb18030	TX-07	杂项/练习/向导/待筛
20260615_txt_to_md_0666ebd8ac	12_tooling_runtime_archive\batch_09_legacy_analysis_migration__20260707\lifted_trading_analysis\10_来源库_SOURCE_LIBRARY\01_Kimi拆书待入库\GROUP_08_A股量化_数据研究__SOURCE_RAW\新的参考书\《Python股票量化交易从入门到实践》完整版\1.量化策略代码(99份)（赠品）\15 基于多期限的选股策略（一）.txt	12_tooling_runtime_archive\batch_09_legacy_analysis_migration__20260707\lifted_trading_analysis\10_来源库_SOURCE_LIBRARY\01_Kimi拆书待入库\GROUP_08_A股量化_数据研究\05_txt源码_md归档\TX-07_杂项_练习_待筛\15 基于多期限的选股策略（一）.md	gb18030	TX-07	杂项/练习/向导/待筛
20260615_txt_to_md_0666ebd8ac	12_tooling_runtime_archive\batch_09_legacy_analysis_migration__20260707\lifted_trading_analysis\10_来源库_SOURCE_LIBRARY\01_Kimi拆书待入库\GROUP_08_A股量化_数据研究__SOURCE_RAW\新的参考书\《Python股票量化交易从入门到实践》完整版\1.量化策略代码(99份)（赠品）\16 投资学作业.txt	12_tooling_runtime_archive\batch_09_legacy_analysis_migration__20260707\lifted_trading_analysis\10_来源库_SOURCE_LIBRARY\01_Kimi拆书待入库\GROUP_08_A股量化_数据研究\05_txt源码_md归档\TX-07_杂项_练习_待筛\16 投资学作业.md	gb18030	TX-07	杂项/练习/向导/待筛
20260615_txt_to_md_0666ebd8ac	12_tooling_runtime_archive\batch_09_legacy_analysis_migration__20260707\lifted_trading_analysis\10_来源库_SOURCE_LIBRARY\01_Kimi拆书待入库\GROUP_08_A股量化_数据研究__SOURCE_RAW\新的参考书\《Python股票量化交易从入门到实践》完整版\1.量化策略代码(99份)（赠品）\17 商品期货截面动量模型，真的靠谱吗？.txt	12_tooling_runtime_archive\batch_09_legacy_analysis_migration__20260707\lifted_trading_analysis\10_来源库_SOURCE_LIBRARY\01_Kimi拆书待入库\GROUP_08_A股量化_数据研究\05_txt源码_md归档\TX-04_期货_趋势_动量系统\17 商品期货截面动量模型，真的靠谱吗？.md	gb18030	TX-04	期货/趋势/动量系统
20260615_txt_to_md_0666ebd8ac	12_tooling_runtime_archive\batch_09_legacy_analysis_migration__20260707\lifted_trading_analysis\10_来源库_SOURCE_LIBRARY\01_Kimi拆书待入库\GROUP_08_A股量化_数据研究__SOURCE_RAW\新的参考书\《Python股票量化交易从入门到实践》完整版\1.量化策略代码(99份)（赠品）\18 均值回归策略分享.txt	12_tooling_runtime_archive\batch_09_legacy_analysis_migration__20260707\lifted_trading_analysis\10_来源库_SOURCE_LIBRARY\01_Kimi拆书待入库\GROUP_08_A股量化_数据研究\05_txt源码_md归档\TX-02_因子_价值_财务_ML\18 均值回归策略分享.md	gb18030	TX-02	因子/价值/财务/机器学习
20260615_txt_to_md_0666ebd8ac	12_tooling_runtime_archive\batch_09_legacy_analysis_migration__20260707\lifted_trading_analysis\10_来源库_SOURCE_LIBRARY\01_Kimi拆书待入库\GROUP_08_A股量化_数据研究__SOURCE_RAW\新的参考书\《Python股票量化交易从入门到实践》完整版\1.量化策略代码(99份)（赠品）\19 招行_海天配对策略（学习招行伊利配对）.txt	12_tooling_runtime_archive\batch_09_legacy_analysis_migration__20260707\lifted_trading_analysis\10_来源库_SOURCE_LIBRARY\01_Kimi拆书待入库\GROUP_08_A股量化_数据研究\05_txt源码_md归档\TX-05_配对_统计套利_相关性\19 招行_海天配对策略（学习招行伊利配对）.md	gb18030	TX-05	配对/统计套利/相关性
20260615_txt_to_md_0666ebd8ac	12_tooling_runtime_archive\batch_09_legacy_analysis_migration__20260707\lifted_trading_analysis\10_来源库_SOURCE_LIBRARY\01_Kimi拆书待入库\GROUP_08_A股量化_数据研究__SOURCE_RAW\新的参考书\《Python股票量化交易从入门到实践》完整版\1.量化策略代码(99份)（赠品）\20 分钟K线数据重构 ATR自适应通道 请高手来迭代.txt	12_tooling_runtime_archive\batch_09_legacy_analysis_migration__20260707\lifted_trading_analysis\10_来源库_SOURCE_LIBRARY\01_Kimi拆书待入库\GROUP_08_A股量化_数据研究\05_txt源码_md归档\TX-07_杂项_练习_待筛\20 分钟K线数据重构 ATR自适应通道 请高手来迭代.md	gb18030	TX-07	杂项/练习/向导/待筛
20260615_txt_to_md_0666ebd8ac	12_tooling_runtime_archive\batch_09_legacy_analysis_migration__20260707\lifted_trading_analysis\10_来源库_SOURCE_LIBRARY\01_Kimi拆书待入库\GROUP_08_A股量化_数据研究__SOURCE_RAW\新的参考书\《Python股票量化交易从入门到实践》完整版\1.量化策略代码(99份)（赠品）\21 果核量化出品 -- BIAS_QL乖离率策略指数择时1.0.txt	12_tooling_runtime_archive\batch_09_legacy_analysis_migration__20260707\lifted_trading_analysis\10_来源库_SOURCE_LIBRARY\01_Kimi拆书待入库\GROUP_08_A股量化_数据研究\05_txt源码_md归档\TX-01_择时_指标_大盘信号\21 果核量化出品 -- BIAS_QL乖离率策略指数择时1.0.md	gb18030	TX-01	择时/指标/大盘信号
20260615_txt_to_md_0666ebd8ac	12_tooling_runtime_archive\batch_09_legacy_analysis_migration__20260707\lifted_trading_analysis\10_来源库_SOURCE_LIBRARY\01_Kimi拆书待入库\GROUP_08_A股量化_数据研究__SOURCE_RAW\新的参考书\《Python股票量化交易从入门到实践》完整版\1.量化策略代码(99份)（赠品）\22 海龟交易法则升级版---（分钟级回测+合约变更移仓）.txt	12_tooling_runtime_archive\batch_09_legacy_analysis_migration__20260707\lifted_trading_analysis\10_来源库_SOURCE_LIBRARY\01_Kimi拆书待入库\GROUP_08_A股量化_数据研究\05_txt源码_md归档\TX-04_期货_趋势_动量系统\22 海龟交易法则升级版---（分钟级回测+合约变更移仓）.md	gb18030	TX-04	期货/趋势/动量系统
20260615_txt_to_md_0666ebd8ac	12_tooling_runtime_archive\batch_09_legacy_analysis_migration__20260707\lifted_trading_analysis\10_来源库_SOURCE_LIBRARY\01_Kimi拆书待入库\GROUP_08_A股量化_数据研究__SOURCE_RAW\新的参考书\《Python股票量化交易从入门到实践》完整版\1.量化策略代码(99份)（赠品）\23 Principle by Jim Slater 祖鲁法则在A股的实现与改进.txt	12_tooling_runtime_archive\batch_09_legacy_analysis_migration__20260707\lifted_trading_analysis\10_来源库_SOURCE_LIBRARY\01_Kimi拆书待入库\GROUP_08_A股量化_数据研究\05_txt源码_md归档\TX-07_杂项_练习_待筛\23 Principle by Jim Slater 祖鲁法则在A股的实现与改进.md	gb18030	TX-07	杂项/练习/向导/待筛
20260615_txt_to_md_0666ebd8ac	12_tooling_runtime_archive\batch_09_legacy_analysis_migration__20260707\lifted_trading_analysis\10_来源库_SOURCE_LIBRARY\01_Kimi拆书待入库\GROUP_08_A股量化_数据研究__SOURCE_RAW\新的参考书\《Python股票量化交易从入门到实践》完整版\1.量化策略代码(99份)（赠品）\24 自选策略1.txt	12_tooling_runtime_archive\batch_09_legacy_analysis_migration__20260707\lifted_trading_analysis\10_来源库_SOURCE_LIBRARY\01_Kimi拆书待入库\GROUP_08_A股量化_数据研究\05_txt源码_md归档\TX-07_杂项_练习_待筛\24 自选策略1.md	gb18030	TX-07	杂项/练习/向导/待筛
20260615_txt_to_md_0666ebd8ac	12_tooling_runtime_archive\batch_09_legacy_analysis_migration__20260707\lifted_trading_analysis\10_来源库_SOURCE_LIBRARY\01_Kimi拆书待入库\GROUP_08_A股量化_数据研究__SOURCE_RAW\新的参考书\《Python股票量化交易从入门到实践》完整版\1.量化策略代码(99份)（赠品）\25 简单市值轮动策略-学习.txt	12_tooling_runtime_archive\batch_09_legacy_analysis_migration__20260707\lifted_trading_analysis\10_来源库_SOURCE_LIBRARY\01_Kimi拆书待入库\GROUP_08_A股量化_数据研究\05_txt源码_md归档\TX-03_行业_ETF_轮动_指数增强\25 简单市值轮动策略-学习.md	gb18030	TX-03	行业/ETF/轮动/指数增强
20260615_txt_to_md_0666ebd8ac	12_tooling_runtime_archive\batch_09_legacy_analysis_migration__20260707\lifted_trading_analysis\10_来源库_SOURCE_LIBRARY\01_Kimi拆书待入库\GROUP_08_A股量化_数据研究__SOURCE_RAW\新的参考书\《Python股票量化交易从入门到实践》完整版\1.量化策略代码(99份)（赠品）\26 向导式-1.txt	12_tooling_runtime_archive\batch_09_legacy_analysis_migration__20260707\lifted_trading_analysis\10_来源库_SOURCE_LIBRARY\01_Kimi拆书待入库\GROUP_08_A股量化_数据研究\05_txt源码_md归档\TX-07_杂项_练习_待筛\26 向导式-1.md	gb18030	TX-07	杂项/练习/向导/待筛
20260615_txt_to_md_0666ebd8ac	12_tooling_runtime_archive\batch_09_legacy_analysis_migration__20260707\lifted_trading_analysis\10_来源库_SOURCE_LIBRARY\01_Kimi拆书待入库\GROUP_08_A股量化_数据研究__SOURCE_RAW\新的参考书\《Python股票量化交易从入门到实践》完整版\1.量化策略代码(99份)（赠品）\27 RSRS指标择时（30分钟线）.txt	12_tooling_runtime_archive\batch_09_legacy_analysis_migration__20260707\lifted_trading_analysis\10_来源库_SOURCE_LIBRARY\01_Kimi拆书待入库\GROUP_08_A股量化_数据研究\05_txt源码_md归档\TX-01_择时_指标_大盘信号\27 RSRS指标择时（30分钟线）.md	gb18030	TX-01	择时/指标/大盘信号
20260615_txt_to_md_0666ebd8ac	12_tooling_runtime_archive\batch_09_legacy_analysis_migration__20260707\lifted_trading_analysis\10_来源库_SOURCE_LIBRARY\01_Kimi拆书待入库\GROUP_08_A股量化_数据研究__SOURCE_RAW\新的参考书\《Python股票量化交易从入门到实践》完整版\1.量化策略代码(99份)（赠品）\28 收益策略.txt	12_tooling_runtime_archive\batch_09_legacy_analysis_migration__20260707\lifted_trading_analysis\10_来源库_SOURCE_LIBRARY\01_Kimi拆书待入库\GROUP_08_A股量化_数据研究\05_txt源码_md归档\TX-07_杂项_练习_待筛\28 收益策略.md	gb18030	TX-07	杂项/练习/向导/待筛
20260615_txt_to_md_0666ebd8ac	12_tooling_runtime_archive\batch_09_legacy_analysis_migration__20260707\lifted_trading_analysis\10_来源库_SOURCE_LIBRARY\01_Kimi拆书待入库\GROUP_08_A股量化_数据研究__SOURCE_RAW\新的参考书\《Python股票量化交易从入门到实践》完整版\1.量化策略代码(99份)（赠品）\29 KD指标量化交易策略.txt	12_tooling_runtime_archive\batch_09_legacy_analysis_migration__20260707\lifted_trading_analysis\10_来源库_SOURCE_LIBRARY\01_Kimi拆书待入库\GROUP_08_A股量化_数据研究\05_txt源码_md归档\TX-01_择时_指标_大盘信号\29 KD指标量化交易策略.md	gb18030	TX-01	择时/指标/大盘信号
20260615_txt_to_md_0666ebd8ac	12_tooling_runtime_archive\batch_09_legacy_analysis_migration__20260707\lifted_trading_analysis\10_来源库_SOURCE_LIBRARY\01_Kimi拆书待入库\GROUP_08_A股量化_数据研究__SOURCE_RAW\新的参考书\《Python股票量化交易从入门到实践》完整版\1.量化策略代码(99份)（赠品）\30 基于LSTM模型预测股票价格走势.txt	12_tooling_runtime_archive\batch_09_legacy_analysis_migration__20260707\lifted_trading_analysis\10_来源库_SOURCE_LIBRARY\01_Kimi拆书待入库\GROUP_08_A股量化_数据研究\05_txt源码_md归档\TX-02_因子_价值_财务_ML\30 基于LSTM模型预测股票价格走势.md	gb18030	TX-02	因子/价值/财务/机器学习
20260615_txt_to_md_0666ebd8ac	12_tooling_runtime_archive\batch_09_legacy_analysis_migration__20260707\lifted_trading_analysis\10_来源库_SOURCE_LIBRARY\01_Kimi拆书待入库\GROUP_08_A股量化_数据研究__SOURCE_RAW\新的参考书\《Python股票量化交易从入门到实践》完整版\1.量化策略代码(99份)（赠品）\31 低PB价值投资策略分享.txt	12_tooling_runtime_archive\batch_09_legacy_analysis_migration__20260707\lifted_trading_analysis\10_来源库_SOURCE_LIBRARY\01_Kimi拆书待入库\GROUP_08_A股量化_数据研究\05_txt源码_md归档\TX-02_因子_价值_财务_ML\31 低PB价值投资策略分享.md	gb18030	TX-02	因子/价值/财务/机器学习
20260615_txt_to_md_0666ebd8ac	12_tooling_runtime_archive\batch_09_legacy_analysis_migration__20260707\lifted_trading_analysis\10_来源库_SOURCE_LIBRARY\01_Kimi拆书待入库\GROUP_08_A股量化_数据研究__SOURCE_RAW\新的参考书\《Python股票量化交易从入门到实践》完整版\1.量化策略代码(99份)（赠品）\32 测试策略1.txt	12_tooling_runtime_archive\batch_09_legacy_analysis_migration__20260707\lifted_trading_analysis\10_来源库_SOURCE_LIBRARY\01_Kimi拆书待入库\GROUP_08_A股量化_数据研究\05_txt源码_md归档\TX-07_杂项_练习_待筛\32 测试策略1.md	gb18030	TX-07	杂项/练习/向导/待筛
20260615_txt_to_md_0666ebd8ac	12_tooling_runtime_archive\batch_09_legacy_analysis_migration__20260707\lifted_trading_analysis\10_来源库_SOURCE_LIBRARY\01_Kimi拆书待入库\GROUP_08_A股量化_数据研究__SOURCE_RAW\新的参考书\《Python股票量化交易从入门到实践》完整版\1.量化策略代码(99份)（赠品）\33 买入每个行业市值最大的股票.txt	12_tooling_runtime_archive\batch_09_legacy_analysis_migration__20260707\lifted_trading_analysis\10_来源库_SOURCE_LIBRARY\01_Kimi拆书待入库\GROUP_08_A股量化_数据研究\05_txt源码_md归档\TX-03_行业_ETF_轮动_指数增强\33 买入每个行业市值最大的股票.md	gb18030	TX-03	行业/ETF/轮动/指数增强
20260615_txt_to_md_0666ebd8ac	12_tooling_runtime_archive\batch_09_legacy_analysis_migration__20260707\lifted_trading_analysis\10_来源库_SOURCE_LIBRARY\01_Kimi拆书待入库\GROUP_08_A股量化_数据研究__SOURCE_RAW\新的参考书\《Python股票量化交易从入门到实践》完整版\1.量化策略代码(99份)（赠品）\34 成长策略.txt	12_tooling_runtime_archive\batch_09_legacy_analysis_migration__20260707\lifted_trading_analysis\10_来源库_SOURCE_LIBRARY\01_Kimi拆书待入库\GROUP_08_A股量化_数据研究\05_txt源码_md归档\TX-02_因子_价值_财务_ML\34 成长策略.md	gb18030	TX-02	因子/价值/财务/机器学习
20260615_txt_to_md_0666ebd8ac	12_tooling_runtime_archive\batch_09_legacy_analysis_migration__20260707\lifted_trading_analysis\10_来源库_SOURCE_LIBRARY\01_Kimi拆书待入库\GROUP_08_A股量化_数据研究__SOURCE_RAW\新的参考书\《Python股票量化交易从入门到实践》完整版\1.量化策略代码(99份)（赠品）\35 投资学作业——简单多因子选股策略.txt	12_tooling_runtime_archive\batch_09_legacy_analysis_migration__20260707\lifted_trading_analysis\10_来源库_SOURCE_LIBRARY\01_Kimi拆书待入库\GROUP_08_A股量化_数据研究\05_txt源码_md归档\TX-07_杂项_练习_待筛\35 投资学作业——简单多因子选股策略.md	gb18030	TX-07	杂项/练习/向导/待筛
20260615_txt_to_md_0666ebd8ac	12_tooling_runtime_archive\batch_09_legacy_analysis_migration__20260707\lifted_trading_analysis\10_来源库_SOURCE_LIBRARY\01_Kimi拆书待入库\GROUP_08_A股量化_数据研究__SOURCE_RAW\新的参考书\《Python股票量化交易从入门到实践》完整版\1.量化策略代码(99份)（赠品）\36 投资学作业——简单多因子选股策略改进.txt	12_tooling_runtime_archive\batch_09_legacy_analysis_migration__20260707\lifted_trading_analysis\10_来源库_SOURCE_LIBRARY\01_Kimi拆书待入库\GROUP_08_A股量化_数据研究\05_txt源码_md归档\TX-07_杂项_练习_待筛\36 投资学作业——简单多因子选股策略改进.md	gb18030	TX-07	杂项/练习/向导/待筛
20260615_txt_to_md_0666ebd8ac	12_tooling_runtime_archive\batch_09_legacy_analysis_migration__20260707\lifted_trading_analysis\10_来源库_SOURCE_LIBRARY\01_Kimi拆书待入库\GROUP_08_A股量化_数据研究__SOURCE_RAW\新的参考书\《Python股票量化交易从入门到实践》完整版\1.量化策略代码(99份)（赠品）\37 个股止损.txt	12_tooling_runtime_archive\batch_09_legacy_analysis_migration__20260707\lifted_trading_analysis\10_来源库_SOURCE_LIBRARY\01_Kimi拆书待入库\GROUP_08_A股量化_数据研究\05_txt源码_md归档\TX-01_择时_指标_大盘信号\37 个股止损.md	gb18030	TX-01	择时/指标/大盘信号
20260615_txt_to_md_0666ebd8ac	12_tooling_runtime_archive\batch_09_legacy_analysis_migration__20260707\lifted_trading_analysis\10_来源库_SOURCE_LIBRARY\01_Kimi拆书待入库\GROUP_08_A股量化_数据研究__SOURCE_RAW\新的参考书\《Python股票量化交易从入门到实践》完整版\1.量化策略代码(99份)（赠品）\38 一个简单的跟踪聪明钱策略.txt	12_tooling_runtime_archive\batch_09_legacy_analysis_migration__20260707\lifted_trading_analysis\10_来源库_SOURCE_LIBRARY\01_Kimi拆书待入库\GROUP_08_A股量化_数据研究\05_txt源码_md归档\TX-06_资金流_事件驱动\38 一个简单的跟踪聪明钱策略.md	gb18030	TX-06	资金流/事件驱动/公告类
20260615_txt_to_md_0666ebd8ac	12_tooling_runtime_archive\batch_09_legacy_analysis_migration__20260707\lifted_trading_analysis\10_来源库_SOURCE_LIBRARY\01_Kimi拆书待入库\GROUP_08_A股量化_数据研究__SOURCE_RAW\新的参考书\《Python股票量化交易从入门到实践》完整版\1.量化策略代码(99份)（赠品）\39 因子分析——利用JoinQuant因子分析模块选取因子并封装为策略.txt	12_tooling_runtime_archive\batch_09_legacy_analysis_migration__20260707\lifted_trading_analysis\10_来源库_SOURCE_LIBRARY\01_Kimi拆书待入库\GROUP_08_A股量化_数据研究\05_txt源码_md归档\TX-02_因子_价值_财务_ML\39 因子分析——利用JoinQuant因子分析模块选取因子并封装为策略.md	gb18030	TX-02	因子/价值/财务/机器学习
