paper_id	title_anchor	match_count	best_match_path	best_match_name	status
A-008	行业动量策略进阶之一：间隔期、系统性风险及换手率的影响	1	D:\Stock\cut_file\《Python股票量化交易从入门到实践》完整版\2.其他量化资料(62份)（赠品）\量化资产配置 17份\行业轮动模型\行业动量策略进阶之一：间隔期、系统性风险及换手率的影响.pdf	行业动量策略进阶之一：间隔期、系统性风险及换手率的影响.pdf	BOOKDIR_EXACT_PATH_CONFIRMED
A-009	板块持仓测算在创业板风格轮动中的应用	1	D:\Stock\cut_file\《Python股票量化交易从入门到实践》完整版\2.其他量化资料(62份)（赠品）\量化资产配置 17份\行业轮动模型\板块持仓测算在创业板风格轮动中的应用.pdf	板块持仓测算在创业板风格轮动中的应用.pdf	SHARED_BOOKDIR_SOURCE_CONFIRMED
A-010	海通AK行业轮动策略——结构性行情必杀技	1	D:\Stock\cut_file\《Python股票量化交易从入门到实践》完整版\2.其他量化资料(62份)（赠品）\量化资产配置 17份\行业轮动模型\海通AK行业轮动策略——结构性行情必杀技.pdf	海通AK行业轮动策略——结构性行情必杀技.pdf	BOOKDIR_EXACT_PATH_CONFIRMED
A-011	如虎添翼，两融带给ETF的投资机会——海通ETF风格轮动模型实证分析	1	D:\Stock\cut_file\《Python股票量化交易从入门到实践》完整版\2.其他量化资料(62份)（赠品）\量化资产配置 17份\风格轮动模型\如虎添翼,两融带给ETF的投资机会——海通ETF风格轮动模型实证分析.pdf	如虎添翼,两融带给ETF的投资机会——海通ETF风格轮动模型实证分析.pdf	BOOKDIR_EXACT_PATH_CONFIRMED
A-012	行业基本面预测——在工程机械行业的实证	1	D:\Stock\cut_file\《Python股票量化交易从入门到实践》完整版\2.其他量化资料(62份)（赠品）\量化资产配置 17份\行业基本面预测模型\行业基本面预测——在工程机械行业的实证.pdf	行业基本面预测——在工程机械行业的实证.pdf	BOOKDIR_EXACT_PATH_CONFIRMED
A-013	行业基本面预测——在煤炭行业的实证	1	D:\Stock\cut_file\《Python股票量化交易从入门到实践》完整版\2.其他量化资料(62份)（赠品）\量化资产配置 17份\行业基本面预测模型\行业基本面预测——在煤炭行业的实证.pdf	行业基本面预测——在煤炭行业的实证.pdf	BOOKDIR_EXACT_PATH_CONFIRMED
A-014	行业基本面预测——在电力行业的实证	1	D:\Stock\cut_file\《Python股票量化交易从入门到实践》完整版\2.其他量化资料(62份)（赠品）\量化资产配置 17份\行业基本面预测模型\行业基本面预测——在电力行业的实证.pdf	行业基本面预测——在电力行业的实证.pdf	BOOKDIR_EXACT_PATH_CONFIRMED
A-015	行业基本面预测——在钢铁行业的实证	1	D:\Stock\cut_file\《Python股票量化交易从入门到实践》完整版\2.其他量化资料(62份)（赠品）\量化资产配置 17份\行业基本面预测模型\行业基本面预测——在钢铁行业的实证.pdf	行业基本面预测——在钢铁行业的实证.pdf	BOOKDIR_EXACT_PATH_CONFIRMED
A-016	衍生产品及量化组合管理策略介绍	1	D:\Stock\cut_file\《Python股票量化交易从入门到实践》完整版\2.其他量化资料(62份)（赠品）\量化资产配置 17份\行业轮动模型\衍生产品及量化组合管理策略介绍.pdf	衍生产品及量化组合管理策略介绍.pdf	BOOKDIR_EXACT_PATH_CONFIRMED
S-001	A股全市场选股策略研究	1	D:\Stock\cut_file\《Python股票量化交易从入门到实践》完整版\2.其他量化资料(62份)（赠品）\量化选股 40份\多因子选股模型\A股全市场选股策略研究.pdf	A股全市场选股策略研究.pdf	BOOKDIR_EXACT_PATH_CONFIRMED
S-002	A股上市公司毛利率的均值回归及选股实证	1	D:\Stock\cut_file\《Python股票量化交易从入门到实践》完整版\2.其他量化资料(62份)（赠品）\量化选股 40份\财务指标选股研究系列\A股上市公司毛利率的均值回归及选股实证.pdf	A股上市公司毛利率的均值回归及选股实证.pdf	BOOKDIR_EXACT_PATH_CONFIRMED
S-003	A股市场特征研究（一）——沪深300样本股尾部相关性观察	1	D:\Stock\cut_file\S\03_券商研报\04_多因子\海通选股因子系列研究2：因子模型的尾部相关性研究.pdf	海通选股因子系列研究2：因子模型的尾部相关性研究.pdf	SHARED_SERIES_SOURCE_CONFIRMED
S-004	A股市场特征研究（二）——波段划分新方法及应用展望	1	D:\Stock\cut_file\《Python股票量化交易从入门到实践》完整版\2.其他量化资料(62份)（赠品）\量化选股 40份\选股因子研究系列\A股市场特征研究（二）——波段划分新方法及应用展望.pdf	A股市场特征研究（二）——波段划分新方法及应用展望.pdf	BOOKDIR_EXACT_PATH_CONFIRMED
S-005	从极值角度进行选股因子有效性的确认——在换手率上的实证	1	D:\Stock\cut_file\《Python股票量化交易从入门到实践》完整版\2.其他量化资料(62份)（赠品）\量化选股 40份\多因子选股模型\从极值角度进行选股因子有效性的确认——在换手率上的实证.pdf	从极值角度进行选股因子有效性的确认——在换手率上的实证.pdf	BOOKDIR_EXACT_PATH_CONFIRMED
S-006	分析师荐股能力评定与跟踪	1	D:\Stock\cut_file\《Python股票量化交易从入门到实践》完整版\2.其他量化资料(62份)（赠品）\量化选股 40份\分析师荐股能力评定与跟踪.pdf	分析师荐股能力评定与跟踪.pdf	BOOKDIR_EXACT_PATH_CONFIRMED
S-007	高估值，你是否师出有名？	1	D:\Stock\cut_file\《Python股票量化交易从入门到实践》完整版\2.其他量化资料(62份)（赠品）\量化选股 40份\多因子选股模型\高估值，你是否师出有名？.pdf	高估值，你是否师出有名？.pdf	BOOKDIR_EXACT_PATH_CONFIRMED
S-008	工欲善其事，必先利其器——选股因子深度解析	1	D:\Stock\cut_file\《Python股票量化交易从入门到实践》完整版\2.其他量化资料(62份)（赠品）\量化选股 40份\选股因子研究系列\工欲善其事，必先利其器——选股因子深度解析.pdf	工欲善其事，必先利其器——选股因子深度解析.pdf	BOOKDIR_EXACT_PATH_CONFIRMED
S-009	极值视角下的多因子选股策略	1	d:\Stock\cut_file\S\03_券商研报\04_多因子\海通选股因子系列研究6：极值视角下的多因子选股策略.pdf	海通选股因子系列研究6：极值视角下的多因子选股策略.pdf	EXACT_LIKE_MATCH
S-010	利用分析师盈利预测数据挖掘投资机会	1	D:\Stock\cut_file\S\03_券商研报\04_多因子\海通选股因子系列研究21：分析师一致预期相关因子.pdf	海通选股因子系列研究21：分析师一致预期相关因子.pdf	TOPIC_MANUAL_CONFIRMED
S-011	量化选股之事件驱动策略	1	D:\Stock\cut_file\《Python股票量化交易从入门到实践》完整版\2.其他量化资料(62份)（赠品）\量化选股 40份\事件驱动策略系列\量化选股之事件驱动策略.pdf	量化选股之事件驱动策略.pdf	BOOKDIR_EXACT_PATH_CONFIRMED
S-012	如何捕捉短线反弹机会？	1	D:\Stock\cut_file\《Python股票量化交易从入门到实践》完整版\2.其他量化资料(62份)（赠品）\量化选股 40份\选股因子研究系列\如何捕捉短线反弹机会？.pdf	如何捕捉短线反弹机会？.pdf	BOOKDIR_EXACT_PATH_CONFIRMED
S-013	商业贸易行业选股策略	1	D:\Stock\cut_file\《Python股票量化交易从入门到实践》完整版\2.其他量化资料(62份)（赠品）\量化选股 40份\多因子选股模型\商业贸易行业选股策略.pdf	商业贸易行业选股策略.pdf	BOOKDIR_EXACT_PATH_CONFIRMED
S-014	上市公司动量反转以及市值因子的选股识别度	0			NO_MATCH
S-015	上市公司估值指标的稳定性与选股识别度	1	D:\Stock\cut_file\《Python股票量化交易从入门到实践》完整版\2.其他量化资料(62份)（赠品）\量化选股 40份\财务指标选股研究系列\上市公司估值指标的稳定性与选股识别度.pdf	上市公司估值指标的稳定性与选股识别度.pdf	BOOKDIR_EXACT_PATH_CONFIRMED
S-016	事件驱动策略之一——业绩预告之一——把握扭亏、预减公告，获取短期超额收益	1	D:\Stock\cut_file\《Python股票量化交易从入门到实践》完整版\2.其他量化资料(62份)（赠品）\量化选股 40份\事件驱动策略系列\事件驱动策略之一——业绩预告之一——把握扭亏、预减公告，获取短期超额收益.pdf	事件驱动策略之一——业绩预告之一——把握扭亏、预减公告，获取短期超额收益.pdf	BOOKDIR_EXACT_PATH_CONFIRMED
S-017	事件驱动策略之二——关注主板预减快报后的短期反弹机会以及中小板盈利公告	1	D:\Stock\cut_file\《Python股票量化交易从入门到实践》完整版\2.其他量化资料(62份)（赠品）\量化选股 40份\事件驱动策略系列\事件驱动策略之二——关注主板预减快报后的短期反弹机会以及中小板盈利公告.pdf	事件驱动策略之二——关注主板预减快报后的短期反弹机会以及中小板盈利公告.pdf	BOOKDIR_EXACT_PATH_CONFIRMED
S-018	事件驱动策略之三——指数样本股调整	1	D:\Stock\cut_file\《Python股票量化交易从入门到实践》完整版\2.其他量化资料(62份)（赠品）\量化选股 40份\事件驱动策略系列\事件驱动策略之三——指数样本股调整.pdf	事件驱动策略之三——指数样本股调整.pdf	BOOKDIR_EXACT_PATH_CONFIRMED
S-019	事件驱动策略之四——ETF事件套利研究	1	D:\Stock\cut_file\《Python股票量化交易从入门到实践》完整版\2.其他量化资料(62份)（赠品）\量化选股 40份\事件驱动策略系列\事件驱动策略之四——ETF事件套利研究.pdf	事件驱动策略之四——ETF事件套利研究.pdf	BOOKDIR_EXACT_PATH_CONFIRMED
S-020	事件驱动策略之五——大股东增减持——关注增持比例较大的事件机会	1	D:\Stock\cut_file\《Python股票量化交易从入门到实践》完整版\2.其他量化资料(62份)（赠品）\量化选股 40份\事件驱动策略系列\事件驱动策略之五——大股东增减持——关注增持比例较大的事件机会.pdf	事件驱动策略之五——大股东增减持——关注增持比例较大的事件机会.pdf	BOOKDIR_EXACT_PATH_CONFIRMED
S-021	事件驱动策略之六——规避预案陷阱，把握实施收益	1	D:\Stock\cut_file\《Python股票量化交易从入门到实践》完整版\2.其他量化资料(62份)（赠品）\量化选股 40份\事件驱动策略系列\事件驱动策略之六——规避预案陷阱，把握实施收益.pdf	事件驱动策略之六——规避预案陷阱，把握实施收益.pdf	BOOKDIR_EXACT_PATH_CONFIRMED
S-022	事件驱动策略之七——高送转行情下的事件性投资机会	1	D:\Stock\cut_file\《Python股票量化交易从入门到实践》完整版\2.其他量化资料(62份)（赠品）\量化选股 40份\事件驱动策略系列\事件驱动策略之七——高送转行情下的事件性投资机会.pdf	事件驱动策略之七——高送转行情下的事件性投资机会.pdf	BOOKDIR_EXACT_PATH_CONFIRMED
S-023	事件驱动策略之九——股权激励续篇	1	D:\Stock\cut_file\《Python股票量化交易从入门到实践》完整版\2.其他量化资料(62份)（赠品）\量化选股 40份\事件驱动策略系列\事件驱动策略之九——股权激励续篇.pdf	事件驱动策略之九——股权激励续篇.pdf	BOOKDIR_EXACT_PATH_CONFIRMED
S-024	事件驱动策略之十一——事件驱动组合止损机制设计	1	D:\Stock\cut_file\《Python股票量化交易从入门到实践》完整版\2.其他量化资料(62份)（赠品）\量化选股 40份\事件驱动策略系列\事件驱动策略之十一——事件驱动组合止损机制设计.pdf	事件驱动策略之十一——事件驱动组合止损机制设计.pdf	BOOKDIR_EXACT_PATH_CONFIRMED
S-025	事件驱动策略之十二——重要股东持股结构变化蕴含的信息分析	1	D:\Stock\cut_file\《Python股票量化交易从入门到实践》完整版\2.其他量化资料(62份)（赠品）\量化选股 40份\事件驱动策略系列\事件驱动策略之十二——重要股东持股结构变化蕴含的信息分析.pdf	事件驱动策略之十二——重要股东持股结构变化蕴含的信息分析.pdf	BOOKDIR_EXACT_PATH_CONFIRMED
S-026	事件驱动策略之十三——定增事件投资——甄别市场，把握买点	1	D:\Stock\cut_file\《Python股票量化交易从入门到实践》完整版\2.其他量化资料(62份)（赠品）\量化选股 40份\事件驱动策略系列\事件驱动策略之十三——定增事件投资——甄别市场，把握买点.pdf	事件驱动策略之十三——定增事件投资——甄别市场，把握买点.pdf	BOOKDIR_EXACT_PATH_CONFIRMED
S-027	现金流量市值比因子的极值效应	0			NO_MATCH
S-028	相关性选股策略——全市场选股方法改进	1	D:\Stock\cut_file\《Python股票量化交易从入门到实践》完整版\2.其他量化资料(62份)（赠品）\量化选股 40份\多因子选股模型\相关性选股策略——全市场选股方法改进.pdf	相关性选股策略——全市场选股方法改进.pdf	BOOKDIR_EXACT_PATH_CONFIRMED
S-029	相关性选股策略——在房地产行业上的实证	1	D:\Stock\cut_file\《Python股票量化交易从入门到实践》完整版\2.其他量化资料(62份)（赠品）\量化选股 40份\多因子选股模型\相关性选股策略——在房地产行业上的实证.pdf	相关性选股策略——在房地产行业上的实证.pdf	BOOKDIR_EXACT_PATH_CONFIRMED
S-030	相关性选股策略——在纺织服装行业上的实证	1	D:\Stock\cut_file\《Python股票量化交易从入门到实践》完整版\2.其他量化资料(62份)（赠品）\量化选股 40份\多因子选股模型\相关性选股策略——在纺织服装行业上的实证.pdf	相关性选股策略——在纺织服装行业上的实证.pdf	BOOKDIR_EXACT_PATH_CONFIRMED
S-031	相关性选股策略——在公用事业行业上的实证以及选股因子权重的再讨论	1	D:\Stock\cut_file\《Python股票量化交易从入门到实践》完整版\2.其他量化资料(62份)（赠品）\量化选股 40份\多因子选股模型\相关性选股策略——在公用事业行业上的实证以及选股因子权重的再讨论.pdf	相关性选股策略——在公用事业行业上的实证以及选股因子权重的再讨论.pdf	BOOKDIR_EXACT_PATH_CONFIRMED
S-032	相关性选股策略——在化学工业行业上的实证	1	D:\Stock\cut_file\《Python股票量化交易从入门到实践》完整版\2.其他量化资料(62份)（赠品）\量化选股 40份\多因子选股模型\相关性选股策略——在化学工业行业上的实证.pdf	相关性选股策略——在化学工业行业上的实证.pdf	BOOKDIR_EXACT_PATH_CONFIRMED
S-033	相关性选股策略——在有色金属行业上的实证	1	D:\Stock\cut_file\《Python股票量化交易从入门到实践》完整版\2.其他量化资料(62份)（赠品）\量化选股 40份\多因子选股模型\相关性选股策略——在有色金属行业上的实证.pdf	相关性选股策略——在有色金属行业上的实证.pdf	BOOKDIR_EXACT_PATH_CONFIRMED
S-034	行业内股票业绩弹性分析——在钢铁行业上的实证	1	D:\Stock\cut_file\《Python股票量化交易从入门到实践》完整版\2.其他量化资料(62份)（赠品）\量化选股 40份\选股因子研究系列\行业内股票业绩弹性分析——在钢铁行业上的实证.pdf	行业内股票业绩弹性分析——在钢铁行业上的实证.pdf	BOOKDIR_EXACT_PATH_CONFIRMED
S-035	行业内选股策略——钢铁行业	1	D:\Stock\cut_file\《Python股票量化交易从入门到实践》完整版\2.其他量化资料(62份)（赠品）\量化选股 40份\成长股选股模型\行业内选股策略——钢铁行业.pdf	行业内选股策略——钢铁行业.pdf	BOOKDIR_EXACT_PATH_CONFIRMED
S-036	行业内选股策略——有色金属行业	1	D:\Stock\cut_file\《Python股票量化交易从入门到实践》完整版\2.其他量化资料(62份)（赠品）\量化选股 40份\成长股选股模型\行业内选股策略——有色金属行业.pdf	行业内选股策略——有色金属行业.pdf	BOOKDIR_EXACT_PATH_CONFIRMED
S-037	选股因子研究系列（一）——动量反转效应研究	1	D:\Stock\cut_file\S\03_券商研报\04_多因子\海通选股因子系列研究1：弱者终有逆袭日,强势几无持续时：A股市场的动量反转效应研究.pdf	海通选股因子系列研究1：弱者终有逆袭日,强势几无持续时：A股市场的动量反转效应研究.pdf	SERIES_MANUAL_CONFIRMED
S-038	选股因子研究系列（二）——因子模型的尾部相关性研究	1	D:\Stock\cut_file\S\03_券商研报\04_多因子\海通选股因子系列研究2：因子模型的尾部相关性研究.pdf	海通选股因子系列研究2：因子模型的尾部相关性研究.pdf	SERIES_MANUAL_CONFIRMED
S-039	选股因子研究系列（三）——Kalman Filter模型在因子选择中的应用	1	D:\Stock\cut_file\S\03_券商研报\04_多因子\海通选股因子系列研究3：从Spearman相关系数出发研究因子有效性，Kalman+Filter模型在因子选择中的应用.pdf	海通选股因子系列研究3：从Spearman相关系数出发研究因子有效性，Kalman+Filter模型在因子选择中的应用.pdf	SERIES_MANUAL_CONFIRMED
S-040	选股因子研究系列（四）——多因子选股模型的有效与失效	1	D:\Stock\cut_file\S\03_券商研报\04_多因子\海通选股因子系列研究4：多因子选股模型的有效与失效.pdf	海通选股因子系列研究4：多因子选股模型的有效与失效.pdf	SERIES_MANUAL_CONFIRMED
S-041	选股因子研究系列（五）——寻找股价驱动新因子之净换手率	1	D:\Stock\cut_file\S\03_券商研报\04_多因子\海通选股因子系列研究5：寻找股价驱动新因子净换手率.pdf	海通选股因子系列研究5：寻找股价驱动新因子净换手率.pdf	SERIES_MANUAL_CONFIRMED
