paper_id	title_anchor	source_path_before	repo_staging_path_after	path_match_status	copy_status	delete_prereq
A-008	行业动量策略进阶之一：间隔期、系统性风险及换手率的影响	D:\Stock\cut_file\《Python股票量化交易从入门到实践》完整版\2.其他量化资料(62份)（赠品）\量化资产配置 17份\行业轮动模型\行业动量策略进阶之一：间隔期、系统性风险及换手率的影响.pdf	d:\Stock\trading_analysis\10_来源库_SOURCE_LIBRARY\01_Kimi拆书待入库\GROUP_08_A股量化_数据研究\00_external_import_staging\confirmed_bookdir\量化资产配置 17份\行业轮动模型\行业动量策略进阶之一：间隔期、系统性风险及换手率的影响.pdf	BOOKDIR_EXACT_PATH_CONFIRMED	COPIED	check_repo_refs_then_move_not_delete
A-009	板块持仓测算在创业板风格轮动中的应用	D:\Stock\cut_file\《Python股票量化交易从入门到实践》完整版\2.其他量化资料(62份)（赠品）\量化资产配置 17份\行业轮动模型\板块持仓测算在创业板风格轮动中的应用.pdf	d:\Stock\trading_analysis\10_来源库_SOURCE_LIBRARY\01_Kimi拆书待入库\GROUP_08_A股量化_数据研究\00_external_import_staging\confirmed_bookdir\量化资产配置 17份\行业轮动模型\板块持仓测算在创业板风格轮动中的应用.pdf	SHARED_BOOKDIR_SOURCE_CONFIRMED	COPIED_SHARED_SOURCE	check_repo_refs_then_move_not_delete
A-010	海通AK行业轮动策略——结构性行情必杀技	D:\Stock\cut_file\《Python股票量化交易从入门到实践》完整版\2.其他量化资料(62份)（赠品）\量化资产配置 17份\行业轮动模型\海通AK行业轮动策略——结构性行情必杀技.pdf	12_tooling_runtime_archive\batch_09_legacy_analysis_migration__20260707\lifted_trading_analysis\10_来源库_SOURCE_LIBRARY\01_Kimi拆书待入库\GROUP_08_A股量化_数据研究\00_external_import_staging\confirmed_bookdir\量化资产配置 17份\行业轮动模型\海通AK行业轮动策略——结构性行情必杀技.pdf	BOOKDIR_EXACT_PATH_CONFIRMED	COPIED	check_repo_refs_then_move_not_delete
A-011	如虎添翼，两融带给ETF的投资机会——海通ETF风格轮动模型实证分析	D:\Stock\cut_file\《Python股票量化交易从入门到实践》完整版\2.其他量化资料(62份)（赠品）\量化资产配置 17份\风格轮动模型\如虎添翼,两融带给ETF的投资机会——海通ETF风格轮动模型实证分析.pdf	12_tooling_runtime_archive\batch_09_legacy_analysis_migration__20260707\lifted_trading_analysis\10_来源库_SOURCE_LIBRARY\01_Kimi拆书待入库\GROUP_08_A股量化_数据研究\00_external_import_staging\confirmed_bookdir\量化资产配置 17份\风格轮动模型\如虎添翼,两融带给ETF的投资机会——海通ETF风格轮动模型实证分析.pdf	BOOKDIR_EXACT_PATH_CONFIRMED	COPIED	check_repo_refs_then_move_not_delete
A-012	行业基本面预测——在工程机械行业的实证	D:\Stock\cut_file\《Python股票量化交易从入门到实践》完整版\2.其他量化资料(62份)（赠品）\量化资产配置 17份\行业基本面预测模型\行业基本面预测——在工程机械行业的实证.pdf	12_tooling_runtime_archive\batch_09_legacy_analysis_migration__20260707\lifted_trading_analysis\10_来源库_SOURCE_LIBRARY\01_Kimi拆书待入库\GROUP_08_A股量化_数据研究\00_external_import_staging\confirmed_bookdir\量化资产配置 17份\行业基本面预测模型\行业基本面预测——在工程机械行业的实证.pdf	BOOKDIR_EXACT_PATH_CONFIRMED	COPIED	check_repo_refs_then_move_not_delete
A-013	行业基本面预测——在煤炭行业的实证	D:\Stock\cut_file\《Python股票量化交易从入门到实践》完整版\2.其他量化资料(62份)（赠品）\量化资产配置 17份\行业基本面预测模型\行业基本面预测——在煤炭行业的实证.pdf	12_tooling_runtime_archive\batch_09_legacy_analysis_migration__20260707\lifted_trading_analysis\10_来源库_SOURCE_LIBRARY\01_Kimi拆书待入库\GROUP_08_A股量化_数据研究\00_external_import_staging\confirmed_bookdir\量化资产配置 17份\行业基本面预测模型\行业基本面预测——在煤炭行业的实证.pdf	BOOKDIR_EXACT_PATH_CONFIRMED	COPIED	check_repo_refs_then_move_not_delete
A-014	行业基本面预测——在电力行业的实证	D:\Stock\cut_file\《Python股票量化交易从入门到实践》完整版\2.其他量化资料(62份)（赠品）\量化资产配置 17份\行业基本面预测模型\行业基本面预测——在电力行业的实证.pdf	12_tooling_runtime_archive\batch_09_legacy_analysis_migration__20260707\lifted_trading_analysis\10_来源库_SOURCE_LIBRARY\01_Kimi拆书待入库\GROUP_08_A股量化_数据研究\00_external_import_staging\confirmed_bookdir\量化资产配置 17份\行业基本面预测模型\行业基本面预测——在电力行业的实证.pdf	BOOKDIR_EXACT_PATH_CONFIRMED	COPIED	check_repo_refs_then_move_not_delete
A-015	行业基本面预测——在钢铁行业的实证	D:\Stock\cut_file\《Python股票量化交易从入门到实践》完整版\2.其他量化资料(62份)（赠品）\量化资产配置 17份\行业基本面预测模型\行业基本面预测——在钢铁行业的实证.pdf	12_tooling_runtime_archive\batch_09_legacy_analysis_migration__20260707\lifted_trading_analysis\10_来源库_SOURCE_LIBRARY\01_Kimi拆书待入库\GROUP_08_A股量化_数据研究\00_external_import_staging\confirmed_bookdir\量化资产配置 17份\行业基本面预测模型\行业基本面预测——在钢铁行业的实证.pdf	BOOKDIR_EXACT_PATH_CONFIRMED	COPIED	check_repo_refs_then_move_not_delete
A-016	衍生产品及量化组合管理策略介绍	D:\Stock\cut_file\《Python股票量化交易从入门到实践》完整版\2.其他量化资料(62份)（赠品）\量化资产配置 17份\行业轮动模型\衍生产品及量化组合管理策略介绍.pdf	12_tooling_runtime_archive\batch_09_legacy_analysis_migration__20260707\lifted_trading_analysis\10_来源库_SOURCE_LIBRARY\01_Kimi拆书待入库\GROUP_08_A股量化_数据研究\00_external_import_staging\confirmed_bookdir\量化资产配置 17份\行业轮动模型\衍生产品及量化组合管理策略介绍.pdf	BOOKDIR_EXACT_PATH_CONFIRMED	COPIED	check_repo_refs_then_move_not_delete
S-001	A股全市场选股策略研究	D:\Stock\cut_file\《Python股票量化交易从入门到实践》完整版\2.其他量化资料(62份)（赠品）\量化选股 40份\多因子选股模型\A股全市场选股策略研究.pdf	12_tooling_runtime_archive\batch_09_legacy_analysis_migration__20260707\lifted_trading_analysis\10_来源库_SOURCE_LIBRARY\01_Kimi拆书待入库\GROUP_08_A股量化_数据研究\00_external_import_staging\confirmed_bookdir\量化选股 40份\多因子选股模型\A股全市场选股策略研究.pdf	BOOKDIR_EXACT_PATH_CONFIRMED	COPIED	check_repo_refs_then_move_not_delete
S-002	A股上市公司毛利率的均值回归及选股实证	D:\Stock\cut_file\《Python股票量化交易从入门到实践》完整版\2.其他量化资料(62份)（赠品）\量化选股 40份\财务指标选股研究系列\A股上市公司毛利率的均值回归及选股实证.pdf	12_tooling_runtime_archive\batch_09_legacy_analysis_migration__20260707\lifted_trading_analysis\10_来源库_SOURCE_LIBRARY\01_Kimi拆书待入库\GROUP_08_A股量化_数据研究\00_external_import_staging\confirmed_bookdir\量化选股 40份\财务指标选股研究系列\A股上市公司毛利率的均值回归及选股实证.pdf	BOOKDIR_EXACT_PATH_CONFIRMED	COPIED	check_repo_refs_then_move_not_delete
S-003	A股市场特征研究（一）——沪深300样本股尾部相关性观察	D:\Stock\cut_file\S\03_券商研报\04_多因子\海通选股因子系列研究2：因子模型的尾部相关性研究.pdf	12_tooling_runtime_archive\batch_09_legacy_analysis_migration__20260707\lifted_trading_analysis\10_来源库_SOURCE_LIBRARY\01_Kimi拆书待入库\GROUP_08_A股量化_数据研究\00_external_import_staging\confirmed_series\04_多因子\海通选股因子系列研究2：因子模型的尾部相关性研究.pdf	SHARED_SERIES_SOURCE_CONFIRMED	COPIED_SHARED_SOURCE	check_repo_refs_then_delete_external_subset
S-004	A股市场特征研究（二）——波段划分新方法及应用展望	D:\Stock\cut_file\《Python股票量化交易从入门到实践》完整版\2.其他量化资料(62份)（赠品）\量化选股 40份\选股因子研究系列\A股市场特征研究（二）——波段划分新方法及应用展望.pdf	12_tooling_runtime_archive\batch_09_legacy_analysis_migration__20260707\lifted_trading_analysis\10_来源库_SOURCE_LIBRARY\01_Kimi拆书待入库\GROUP_08_A股量化_数据研究\00_external_import_staging\confirmed_bookdir\量化选股 40份\选股因子研究系列\A股市场特征研究（二）——波段划分新方法及应用展望.pdf	BOOKDIR_EXACT_PATH_CONFIRMED	COPIED	check_repo_refs_then_move_not_delete
S-005	从极值角度进行选股因子有效性的确认——在换手率上的实证	D:\Stock\cut_file\《Python股票量化交易从入门到实践》完整版\2.其他量化资料(62份)（赠品）\量化选股 40份\多因子选股模型\从极值角度进行选股因子有效性的确认——在换手率上的实证.pdf	d:\Stock\trading_analysis\10_来源库_SOURCE_LIBRARY\01_Kimi拆书待入库\GROUP_08_A股量化_数据研究\00_external_import_staging\confirmed_bookdir\量化选股 40份\多因子选股模型\从极值角度进行选股因子有效性的确认——在换手率上的实证.pdf	BOOKDIR_EXACT_PATH_CONFIRMED	COPIED	check_repo_refs_then_move_not_delete
S-006	分析师荐股能力评定与跟踪	D:\Stock\cut_file\《Python股票量化交易从入门到实践》完整版\2.其他量化资料(62份)（赠品）\量化选股 40份\分析师荐股能力评定与跟踪.pdf	12_tooling_runtime_archive\batch_09_legacy_analysis_migration__20260707\lifted_trading_analysis\10_来源库_SOURCE_LIBRARY\01_Kimi拆书待入库\GROUP_08_A股量化_数据研究\00_external_import_staging\confirmed_bookdir\量化选股 40份\分析师荐股能力评定与跟踪.pdf	BOOKDIR_EXACT_PATH_CONFIRMED	COPIED	check_repo_refs_then_move_not_delete
S-007	高估值，你是否师出有名？	D:\Stock\cut_file\《Python股票量化交易从入门到实践》完整版\2.其他量化资料(62份)（赠品）\量化选股 40份\多因子选股模型\高估值，你是否师出有名？.pdf	12_tooling_runtime_archive\batch_09_legacy_analysis_migration__20260707\lifted_trading_analysis\10_来源库_SOURCE_LIBRARY\01_Kimi拆书待入库\GROUP_08_A股量化_数据研究\00_external_import_staging\confirmed_bookdir\量化选股 40份\多因子选股模型\高估值，你是否师出有名？.pdf	BOOKDIR_EXACT_PATH_CONFIRMED	COPIED	check_repo_refs_then_move_not_delete
S-008	工欲善其事，必先利其器——选股因子深度解析	D:\Stock\cut_file\《Python股票量化交易从入门到实践》完整版\2.其他量化资料(62份)（赠品）\量化选股 40份\选股因子研究系列\工欲善其事，必先利其器——选股因子深度解析.pdf	12_tooling_runtime_archive\batch_09_legacy_analysis_migration__20260707\lifted_trading_analysis\10_来源库_SOURCE_LIBRARY\01_Kimi拆书待入库\GROUP_08_A股量化_数据研究\00_external_import_staging\confirmed_bookdir\量化选股 40份\选股因子研究系列\工欲善其事，必先利其器——选股因子深度解析.pdf	BOOKDIR_EXACT_PATH_CONFIRMED	COPIED	check_repo_refs_then_move_not_delete
S-009	极值视角下的多因子选股策略	d:\Stock\cut_file\S\03_券商研报\04_多因子\海通选股因子系列研究6：极值视角下的多因子选股策略.pdf	d:\Stock\trading_analysis\10_来源库_SOURCE_LIBRARY\01_Kimi拆书待入库\GROUP_08_A股量化_数据研究\00_external_import_staging\confirmed_exact\04_多因子\海通选股因子系列研究6：极值视角下的多因子选股策略.pdf	EXACT_LIKE_MATCH	COPIED	check_repo_refs_then_delete_external_subset
S-010	利用分析师盈利预测数据挖掘投资机会	D:\Stock\cut_file\S\03_券商研报\04_多因子\海通选股因子系列研究21：分析师一致预期相关因子.pdf	12_tooling_runtime_archive\batch_09_legacy_analysis_migration__20260707\lifted_trading_analysis\10_来源库_SOURCE_LIBRARY\01_Kimi拆书待入库\GROUP_08_A股量化_数据研究\00_external_import_staging\confirmed_topic\04_多因子\海通选股因子系列研究21：分析师一致预期相关因子.pdf	TOPIC_MANUAL_CONFIRMED	COPIED	check_repo_refs_then_delete_external_subset
S-011	量化选股之事件驱动策略	D:\Stock\cut_file\《Python股票量化交易从入门到实践》完整版\2.其他量化资料(62份)（赠品）\量化选股 40份\事件驱动策略系列\量化选股之事件驱动策略.pdf	12_tooling_runtime_archive\batch_09_legacy_analysis_migration__20260707\lifted_trading_analysis\10_来源库_SOURCE_LIBRARY\01_Kimi拆书待入库\GROUP_08_A股量化_数据研究\00_external_import_staging\confirmed_bookdir\量化选股 40份\事件驱动策略系列\量化选股之事件驱动策略.pdf	BOOKDIR_EXACT_PATH_CONFIRMED	COPIED	check_repo_refs_then_move_not_delete
S-012	如何捕捉短线反弹机会？	D:\Stock\cut_file\《Python股票量化交易从入门到实践》完整版\2.其他量化资料(62份)（赠品）\量化选股 40份\选股因子研究系列\如何捕捉短线反弹机会？.pdf	d:\Stock\trading_analysis\10_来源库_SOURCE_LIBRARY\01_Kimi拆书待入库\GROUP_08_A股量化_数据研究\00_external_import_staging\confirmed_bookdir\量化选股 40份\选股因子研究系列\如何捕捉短线反弹机会？.pdf	BOOKDIR_EXACT_PATH_CONFIRMED	COPIED	check_repo_refs_then_move_not_delete
S-013	商业贸易行业选股策略	D:\Stock\cut_file\《Python股票量化交易从入门到实践》完整版\2.其他量化资料(62份)（赠品）\量化选股 40份\多因子选股模型\商业贸易行业选股策略.pdf	12_tooling_runtime_archive\batch_09_legacy_analysis_migration__20260707\lifted_trading_analysis\10_来源库_SOURCE_LIBRARY\01_Kimi拆书待入库\GROUP_08_A股量化_数据研究\00_external_import_staging\confirmed_bookdir\量化选股 40份\多因子选股模型\商业贸易行业选股策略.pdf	BOOKDIR_EXACT_PATH_CONFIRMED	COPIED	check_repo_refs_then_move_not_delete
S-014	上市公司动量反转以及市值因子的选股识别度	D:\Stock\cut_file\《Python股票量化交易从入门到实践》完整版\2.其他量化资料(62份)（赠品）\量化选股 40份\财务指标选股研究系列\上市公司动量反转以及市值因子的选股识别度.pdf	12_tooling_runtime_archive\batch_09_legacy_analysis_migration__20260707\lifted_trading_analysis\10_来源库_SOURCE_LIBRARY\01_Kimi拆书待入库\GROUP_08_A股量化_数据研究\00_external_import_staging\confirmed_bookdir\量化选股 40份\财务指标选股研究系列\上市公司动量反转以及市值因子的选股识别度.pdf	BOOKDIR_EXACT_PATH_CONFIRMED	COPIED	check_repo_refs_then_move_not_delete
S-015	上市公司估值指标的稳定性与选股识别度	D:\Stock\cut_file\《Python股票量化交易从入门到实践》完整版\2.其他量化资料(62份)（赠品）\量化选股 40份\财务指标选股研究系列\上市公司估值指标的稳定性与选股识别度.pdf	d:\Stock\trading_analysis\10_来源库_SOURCE_LIBRARY\01_Kimi拆书待入库\GROUP_08_A股量化_数据研究\00_external_import_staging\confirmed_bookdir\量化选股 40份\财务指标选股研究系列\上市公司估值指标的稳定性与选股识别度.pdf	BOOKDIR_EXACT_PATH_CONFIRMED	COPIED	check_repo_refs_then_move_not_delete
S-016	事件驱动策略之一——业绩预告之一——把握扭亏、预减公告，获取短期超额收益	D:\Stock\cut_file\《Python股票量化交易从入门到实践》完整版\2.其他量化资料(62份)（赠品）\量化选股 40份\事件驱动策略系列\事件驱动策略之一——业绩预告之一——把握扭亏、预减公告，获取短期超额收益.pdf	12_tooling_runtime_archive\batch_09_legacy_analysis_migration__20260707\lifted_trading_analysis\10_来源库_SOURCE_LIBRARY\01_Kimi拆书待入库\GROUP_08_A股量化_数据研究\00_external_import_staging\confirmed_bookdir\量化选股 40份\事件驱动策略系列\事件驱动策略之一——业绩预告之一——把握扭亏、预减公告，获取短期超额收益.pdf	BOOKDIR_EXACT_PATH_CONFIRMED	COPIED	check_repo_refs_then_move_not_delete
S-017	事件驱动策略之二——关注主板预减快报后的短期反弹机会以及中小板盈利公告	D:\Stock\cut_file\《Python股票量化交易从入门到实践》完整版\2.其他量化资料(62份)（赠品）\量化选股 40份\事件驱动策略系列\事件驱动策略之二——关注主板预减快报后的短期反弹机会以及中小板盈利公告.pdf	12_tooling_runtime_archive\batch_09_legacy_analysis_migration__20260707\lifted_trading_analysis\10_来源库_SOURCE_LIBRARY\01_Kimi拆书待入库\GROUP_08_A股量化_数据研究\00_external_import_staging\confirmed_bookdir\量化选股 40份\事件驱动策略系列\事件驱动策略之二——关注主板预减快报后的短期反弹机会以及中小板盈利公告.pdf	BOOKDIR_EXACT_PATH_CONFIRMED	COPIED	check_repo_refs_then_move_not_delete
S-018	事件驱动策略之三——指数样本股调整	D:\Stock\cut_file\《Python股票量化交易从入门到实践》完整版\2.其他量化资料(62份)（赠品）\量化选股 40份\事件驱动策略系列\事件驱动策略之三——指数样本股调整.pdf	12_tooling_runtime_archive\batch_09_legacy_analysis_migration__20260707\lifted_trading_analysis\10_来源库_SOURCE_LIBRARY\01_Kimi拆书待入库\GROUP_08_A股量化_数据研究\00_external_import_staging\confirmed_bookdir\量化选股 40份\事件驱动策略系列\事件驱动策略之三——指数样本股调整.pdf	BOOKDIR_EXACT_PATH_CONFIRMED	COPIED	check_repo_refs_then_move_not_delete
S-019	事件驱动策略之四——ETF事件套利研究	D:\Stock\cut_file\《Python股票量化交易从入门到实践》完整版\2.其他量化资料(62份)（赠品）\量化选股 40份\事件驱动策略系列\事件驱动策略之四——ETF事件套利研究.pdf	12_tooling_runtime_archive\batch_09_legacy_analysis_migration__20260707\lifted_trading_analysis\10_来源库_SOURCE_LIBRARY\01_Kimi拆书待入库\GROUP_08_A股量化_数据研究\00_external_import_staging\confirmed_bookdir\量化选股 40份\事件驱动策略系列\事件驱动策略之四——ETF事件套利研究.pdf	BOOKDIR_EXACT_PATH_CONFIRMED	COPIED	check_repo_refs_then_move_not_delete
S-020	事件驱动策略之五——大股东增减持——关注增持比例较大的事件机会	D:\Stock\cut_file\《Python股票量化交易从入门到实践》完整版\2.其他量化资料(62份)（赠品）\量化选股 40份\事件驱动策略系列\事件驱动策略之五——大股东增减持——关注增持比例较大的事件机会.pdf	12_tooling_runtime_archive\batch_09_legacy_analysis_migration__20260707\lifted_trading_analysis\10_来源库_SOURCE_LIBRARY\01_Kimi拆书待入库\GROUP_08_A股量化_数据研究\00_external_import_staging\confirmed_bookdir\量化选股 40份\事件驱动策略系列\事件驱动策略之五——大股东增减持——关注增持比例较大的事件机会.pdf	BOOKDIR_EXACT_PATH_CONFIRMED	COPIED	check_repo_refs_then_move_not_delete
S-021	事件驱动策略之六——规避预案陷阱，把握实施收益	D:\Stock\cut_file\《Python股票量化交易从入门到实践》完整版\2.其他量化资料(62份)（赠品）\量化选股 40份\事件驱动策略系列\事件驱动策略之六——规避预案陷阱，把握实施收益.pdf	12_tooling_runtime_archive\batch_09_legacy_analysis_migration__20260707\lifted_trading_analysis\10_来源库_SOURCE_LIBRARY\01_Kimi拆书待入库\GROUP_08_A股量化_数据研究\00_external_import_staging\confirmed_bookdir\量化选股 40份\事件驱动策略系列\事件驱动策略之六——规避预案陷阱，把握实施收益.pdf	BOOKDIR_EXACT_PATH_CONFIRMED	COPIED	check_repo_refs_then_move_not_delete
S-022	事件驱动策略之七——高送转行情下的事件性投资机会	D:\Stock\cut_file\《Python股票量化交易从入门到实践》完整版\2.其他量化资料(62份)（赠品）\量化选股 40份\事件驱动策略系列\事件驱动策略之七——高送转行情下的事件性投资机会.pdf	12_tooling_runtime_archive\batch_09_legacy_analysis_migration__20260707\lifted_trading_analysis\10_来源库_SOURCE_LIBRARY\01_Kimi拆书待入库\GROUP_08_A股量化_数据研究\00_external_import_staging\confirmed_bookdir\量化选股 40份\事件驱动策略系列\事件驱动策略之七——高送转行情下的事件性投资机会.pdf	BOOKDIR_EXACT_PATH_CONFIRMED	COPIED	check_repo_refs_then_move_not_delete
S-023	事件驱动策略之九——股权激励续篇	D:\Stock\cut_file\《Python股票量化交易从入门到实践》完整版\2.其他量化资料(62份)（赠品）\量化选股 40份\事件驱动策略系列\事件驱动策略之九——股权激励续篇.pdf	12_tooling_runtime_archive\batch_09_legacy_analysis_migration__20260707\lifted_trading_analysis\10_来源库_SOURCE_LIBRARY\01_Kimi拆书待入库\GROUP_08_A股量化_数据研究\00_external_import_staging\confirmed_bookdir\量化选股 40份\事件驱动策略系列\事件驱动策略之九——股权激励续篇.pdf	BOOKDIR_EXACT_PATH_CONFIRMED	COPIED	check_repo_refs_then_move_not_delete
S-024	事件驱动策略之十一——事件驱动组合止损机制设计	D:\Stock\cut_file\《Python股票量化交易从入门到实践》完整版\2.其他量化资料(62份)（赠品）\量化选股 40份\事件驱动策略系列\事件驱动策略之十一——事件驱动组合止损机制设计.pdf	12_tooling_runtime_archive\batch_09_legacy_analysis_migration__20260707\lifted_trading_analysis\10_来源库_SOURCE_LIBRARY\01_Kimi拆书待入库\GROUP_08_A股量化_数据研究\00_external_import_staging\confirmed_bookdir\量化选股 40份\事件驱动策略系列\事件驱动策略之十一——事件驱动组合止损机制设计.pdf	BOOKDIR_EXACT_PATH_CONFIRMED	COPIED	check_repo_refs_then_move_not_delete
