paper_id	action	source_path	staging_path	source_exists	staging_exists	source_size	staging_size	sha256_match	source_sha256	staging_sha256	outside_refs_basename	outside_refs_fullpath
A-012	MOVE	D:\Stock\cut_file\《Python股票量化交易从入门到实践》完整版\2.其他量化资料(62份)（赠品）\量化资产配置 17份\行业基本面预测模型\行业基本面预测——在工程机械行业的实证.pdf	D:\Stock\trading_assistant\12_tooling_runtime_archive\batch_09_legacy_analysis_migration__20260707\lifted_trading_analysis\10_来源库_SOURCE_LIBRARY\01_Kimi拆书待入库\GROUP_08_A股量化_数据研究\00_external_import_staging\confirmed_bookdir\量化资产配置 17份\行业基本面预测模型\行业基本面预测——在工程机械行业的实证.pdf	1	1	458853	458853	1	7e0ebb992c6abe6edab7800fa8ad50d08717cb7271ffcfa2e2c5636c447b9838	7e0ebb992c6abe6edab7800fa8ad50d08717cb7271ffcfa2e2c5636c447b9838	0	0
A-013	MOVE	D:\Stock\cut_file\《Python股票量化交易从入门到实践》完整版\2.其他量化资料(62份)（赠品）\量化资产配置 17份\行业基本面预测模型\行业基本面预测——在煤炭行业的实证.pdf	D:\Stock\trading_assistant\12_tooling_runtime_archive\batch_09_legacy_analysis_migration__20260707\lifted_trading_analysis\10_来源库_SOURCE_LIBRARY\01_Kimi拆书待入库\GROUP_08_A股量化_数据研究\00_external_import_staging\confirmed_bookdir\量化资产配置 17份\行业基本面预测模型\行业基本面预测——在煤炭行业的实证.pdf	1	1	692968	692968	1	dcd7fa16d351f26d9861286a0645c6d8bce94584c2fb7a50a236e230fae095f2	dcd7fa16d351f26d9861286a0645c6d8bce94584c2fb7a50a236e230fae095f2	0	0
A-014	MOVE	D:\Stock\cut_file\《Python股票量化交易从入门到实践》完整版\2.其他量化资料(62份)（赠品）\量化资产配置 17份\行业基本面预测模型\行业基本面预测——在电力行业的实证.pdf	D:\Stock\trading_assistant\12_tooling_runtime_archive\batch_09_legacy_analysis_migration__20260707\lifted_trading_analysis\10_来源库_SOURCE_LIBRARY\01_Kimi拆书待入库\GROUP_08_A股量化_数据研究\00_external_import_staging\confirmed_bookdir\量化资产配置 17份\行业基本面预测模型\行业基本面预测——在电力行业的实证.pdf	1	1	987775	987775	1	bb2a6004ad310cf5904c1ec29d0ac2fb614db275964e25a0bee46d79f737b223	bb2a6004ad310cf5904c1ec29d0ac2fb614db275964e25a0bee46d79f737b223	0	0
A-015	MOVE	D:\Stock\cut_file\《Python股票量化交易从入门到实践》完整版\2.其他量化资料(62份)（赠品）\量化资产配置 17份\行业基本面预测模型\行业基本面预测——在钢铁行业的实证.pdf	D:\Stock\trading_assistant\12_tooling_runtime_archive\batch_09_legacy_analysis_migration__20260707\lifted_trading_analysis\10_来源库_SOURCE_LIBRARY\01_Kimi拆书待入库\GROUP_08_A股量化_数据研究\00_external_import_staging\confirmed_bookdir\量化资产配置 17份\行业基本面预测模型\行业基本面预测——在钢铁行业的实证.pdf	1	1	627115	627115	1	b3d03dfd4da31795aa77dbd30dcdaec03d8167d96ae4ca1b8e2aa6dac6d36fb3	b3d03dfd4da31795aa77dbd30dcdaec03d8167d96ae4ca1b8e2aa6dac6d36fb3	0	0
A-016	MOVE	D:\Stock\cut_file\《Python股票量化交易从入门到实践》完整版\2.其他量化资料(62份)（赠品）\量化资产配置 17份\行业轮动模型\衍生产品及量化组合管理策略介绍.pdf	D:\Stock\trading_assistant\12_tooling_runtime_archive\batch_09_legacy_analysis_migration__20260707\lifted_trading_analysis\10_来源库_SOURCE_LIBRARY\01_Kimi拆书待入库\GROUP_08_A股量化_数据研究\00_external_import_staging\confirmed_bookdir\量化资产配置 17份\行业轮动模型\衍生产品及量化组合管理策略介绍.pdf	1	1	1265373	1265373	1	494588f60dc3b795afb9a94f9a12a9a7c8a14826e14167faf6eabf36880b97f8	494588f60dc3b795afb9a94f9a12a9a7c8a14826e14167faf6eabf36880b97f8	0	0
S-001	MOVE	D:\Stock\cut_file\《Python股票量化交易从入门到实践》完整版\2.其他量化资料(62份)（赠品）\量化选股 40份\多因子选股模型\A股全市场选股策略研究.pdf	D:\Stock\trading_assistant\12_tooling_runtime_archive\batch_09_legacy_analysis_migration__20260707\lifted_trading_analysis\10_来源库_SOURCE_LIBRARY\01_Kimi拆书待入库\GROUP_08_A股量化_数据研究\00_external_import_staging\confirmed_bookdir\量化选股 40份\多因子选股模型\A股全市场选股策略研究.pdf	1	1	373366	373366	1	f8fceb57b078b049615c422e38f3cd5502ac1d6ec51e4a0251de14590ce41c0e	f8fceb57b078b049615c422e38f3cd5502ac1d6ec51e4a0251de14590ce41c0e	0	0
S-002	MOVE	D:\Stock\cut_file\《Python股票量化交易从入门到实践》完整版\2.其他量化资料(62份)（赠品）\量化选股 40份\财务指标选股研究系列\A股上市公司毛利率的均值回归及选股实证.pdf	D:\Stock\trading_assistant\12_tooling_runtime_archive\batch_09_legacy_analysis_migration__20260707\lifted_trading_analysis\10_来源库_SOURCE_LIBRARY\01_Kimi拆书待入库\GROUP_08_A股量化_数据研究\00_external_import_staging\confirmed_bookdir\量化选股 40份\财务指标选股研究系列\A股上市公司毛利率的均值回归及选股实证.pdf	1	1	468909	468909	1	5b8f308dae51bc79437553187f3d6d0e0f1eae2ca67cf7e739c1cbf3a67725e7	5b8f308dae51bc79437553187f3d6d0e0f1eae2ca67cf7e739c1cbf3a67725e7	0	0
S-004	MOVE	D:\Stock\cut_file\《Python股票量化交易从入门到实践》完整版\2.其他量化资料(62份)（赠品）\量化选股 40份\选股因子研究系列\A股市场特征研究（二）——波段划分新方法及应用展望.pdf	D:\Stock\trading_assistant\12_tooling_runtime_archive\batch_09_legacy_analysis_migration__20260707\lifted_trading_analysis\10_来源库_SOURCE_LIBRARY\01_Kimi拆书待入库\GROUP_08_A股量化_数据研究\00_external_import_staging\confirmed_bookdir\量化选股 40份\选股因子研究系列\A股市场特征研究（二）——波段划分新方法及应用展望.pdf	1	1	467132	467132	1	1f5501fc843357791f47a3d0dd6cdd56dddfdefbb0467feb8c1e98cf1502b0f9	1f5501fc843357791f47a3d0dd6cdd56dddfdefbb0467feb8c1e98cf1502b0f9	0	0
S-005	MOVE	D:\Stock\cut_file\《Python股票量化交易从入门到实践》完整版\2.其他量化资料(62份)（赠品）\量化选股 40份\多因子选股模型\从极值角度进行选股因子有效性的确认——在换手率上的实证.pdf	d:\Stock\trading_analysis\10_来源库_SOURCE_LIBRARY\01_Kimi拆书待入库\GROUP_08_A股量化_数据研究\00_external_import_staging\confirmed_bookdir\量化选股 40份\多因子选股模型\从极值角度进行选股因子有效性的确认——在换手率上的实证.pdf	1	1	552442	552442	1	824571d4c9a5a310fec0d6d8c6799f4f854eb35d22fdaea18c558c169af96c19	824571d4c9a5a310fec0d6d8c6799f4f854eb35d22fdaea18c558c169af96c19	0	0
S-006	MOVE	D:\Stock\cut_file\《Python股票量化交易从入门到实践》完整版\2.其他量化资料(62份)（赠品）\量化选股 40份\分析师荐股能力评定与跟踪.pdf	D:\Stock\trading_assistant\12_tooling_runtime_archive\batch_09_legacy_analysis_migration__20260707\lifted_trading_analysis\10_来源库_SOURCE_LIBRARY\01_Kimi拆书待入库\GROUP_08_A股量化_数据研究\00_external_import_staging\confirmed_bookdir\量化选股 40份\分析师荐股能力评定与跟踪.pdf	1	1	1345474	1345474	1	7bcc0b3f92bb9504db10a3d46f62353e2e97fce9c435530e3d9ae0f1dbf4519f	7bcc0b3f92bb9504db10a3d46f62353e2e97fce9c435530e3d9ae0f1dbf4519f	0	0
S-007	MOVE	D:\Stock\cut_file\《Python股票量化交易从入门到实践》完整版\2.其他量化资料(62份)（赠品）\量化选股 40份\多因子选股模型\高估值，你是否师出有名？.pdf	D:\Stock\trading_assistant\12_tooling_runtime_archive\batch_09_legacy_analysis_migration__20260707\lifted_trading_analysis\10_来源库_SOURCE_LIBRARY\01_Kimi拆书待入库\GROUP_08_A股量化_数据研究\00_external_import_staging\confirmed_bookdir\量化选股 40份\多因子选股模型\高估值，你是否师出有名？.pdf	1	1	512261	512261	1	0393ee5fbaa28fbeeb70dcf923b69ae53aba56cdd4773dc23d63abc8175b382e	0393ee5fbaa28fbeeb70dcf923b69ae53aba56cdd4773dc23d63abc8175b382e	0	0
S-008	MOVE	D:\Stock\cut_file\《Python股票量化交易从入门到实践》完整版\2.其他量化资料(62份)（赠品）\量化选股 40份\选股因子研究系列\工欲善其事，必先利其器——选股因子深度解析.pdf	D:\Stock\trading_assistant\12_tooling_runtime_archive\batch_09_legacy_analysis_migration__20260707\lifted_trading_analysis\10_来源库_SOURCE_LIBRARY\01_Kimi拆书待入库\GROUP_08_A股量化_数据研究\00_external_import_staging\confirmed_bookdir\量化选股 40份\选股因子研究系列\工欲善其事，必先利其器——选股因子深度解析.pdf	1	1	506405	506405	1	73b866d6e3cbe2e98c28a990a0189652a18041a160e4bf3f18040dd92298cd5e	73b866d6e3cbe2e98c28a990a0189652a18041a160e4bf3f18040dd92298cd5e	0	0
S-011	MOVE	D:\Stock\cut_file\《Python股票量化交易从入门到实践》完整版\2.其他量化资料(62份)（赠品）\量化选股 40份\事件驱动策略系列\量化选股之事件驱动策略.pdf	D:\Stock\trading_assistant\12_tooling_runtime_archive\batch_09_legacy_analysis_migration__20260707\lifted_trading_analysis\10_来源库_SOURCE_LIBRARY\01_Kimi拆书待入库\GROUP_08_A股量化_数据研究\00_external_import_staging\confirmed_bookdir\量化选股 40份\事件驱动策略系列\量化选股之事件驱动策略.pdf	1	1	678210	678210	1	2f6432e209a3abf02a30c8c72f7e0547ff453cd7ae0562fcc8b861b834a52e20	2f6432e209a3abf02a30c8c72f7e0547ff453cd7ae0562fcc8b861b834a52e20	0	0
S-012	MOVE	D:\Stock\cut_file\《Python股票量化交易从入门到实践》完整版\2.其他量化资料(62份)（赠品）\量化选股 40份\选股因子研究系列\如何捕捉短线反弹机会？.pdf	d:\Stock\trading_analysis\10_来源库_SOURCE_LIBRARY\01_Kimi拆书待入库\GROUP_08_A股量化_数据研究\00_external_import_staging\confirmed_bookdir\量化选股 40份\选股因子研究系列\如何捕捉短线反弹机会？.pdf	1	1	1532141	1532141	1	901d3cc2a5060c5fd8f4ed1459ad595f341c77075d79a334fbc9d891e4e3897b	901d3cc2a5060c5fd8f4ed1459ad595f341c77075d79a334fbc9d891e4e3897b	0	0
S-013	MOVE	D:\Stock\cut_file\《Python股票量化交易从入门到实践》完整版\2.其他量化资料(62份)（赠品）\量化选股 40份\多因子选股模型\商业贸易行业选股策略.pdf	D:\Stock\trading_assistant\12_tooling_runtime_archive\batch_09_legacy_analysis_migration__20260707\lifted_trading_analysis\10_来源库_SOURCE_LIBRARY\01_Kimi拆书待入库\GROUP_08_A股量化_数据研究\00_external_import_staging\confirmed_bookdir\量化选股 40份\多因子选股模型\商业贸易行业选股策略.pdf	1	1	521920	521920	1	a7ed3794b16bd18e8c38e96ceddadbb5153a016466ab35a173c72cf3e37d215d	a7ed3794b16bd18e8c38e96ceddadbb5153a016466ab35a173c72cf3e37d215d	0	0
S-014	MOVE	D:\Stock\cut_file\《Python股票量化交易从入门到实践》完整版\2.其他量化资料(62份)（赠品）\量化选股 40份\财务指标选股研究系列\上市公司动量反转以及市值因子的选股识别度.pdf	D:\Stock\trading_assistant\12_tooling_runtime_archive\batch_09_legacy_analysis_migration__20260707\lifted_trading_analysis\10_来源库_SOURCE_LIBRARY\01_Kimi拆书待入库\GROUP_08_A股量化_数据研究\00_external_import_staging\confirmed_bookdir\量化选股 40份\财务指标选股研究系列\上市公司动量反转以及市值因子的选股识别度.pdf	1	1	398482	398482	1	16677dda93b173815fe3bb6f8a82904f52fddbedfb7f17758619b50c8645c765	16677dda93b173815fe3bb6f8a82904f52fddbedfb7f17758619b50c8645c765	0	0
S-015	MOVE	D:\Stock\cut_file\《Python股票量化交易从入门到实践》完整版\2.其他量化资料(62份)（赠品）\量化选股 40份\财务指标选股研究系列\上市公司估值指标的稳定性与选股识别度.pdf	d:\Stock\trading_analysis\10_来源库_SOURCE_LIBRARY\01_Kimi拆书待入库\GROUP_08_A股量化_数据研究\00_external_import_staging\confirmed_bookdir\量化选股 40份\财务指标选股研究系列\上市公司估值指标的稳定性与选股识别度.pdf	1	1	432008	432008	1	82e51fdd2376af0f4fd03508092c168082d97eb18b1bf31e9afacd99c2f6415f	82e51fdd2376af0f4fd03508092c168082d97eb18b1bf31e9afacd99c2f6415f	0	0
S-016	MOVE	D:\Stock\cut_file\《Python股票量化交易从入门到实践》完整版\2.其他量化资料(62份)（赠品）\量化选股 40份\事件驱动策略系列\事件驱动策略之一——业绩预告之一——把握扭亏、预减公告，获取短期超额收益.pdf	D:\Stock\trading_assistant\12_tooling_runtime_archive\batch_09_legacy_analysis_migration__20260707\lifted_trading_analysis\10_来源库_SOURCE_LIBRARY\01_Kimi拆书待入库\GROUP_08_A股量化_数据研究\00_external_import_staging\confirmed_bookdir\量化选股 40份\事件驱动策略系列\事件驱动策略之一——业绩预告之一——把握扭亏、预减公告，获取短期超额收益.pdf	1	1	516129	516129	1	caaae1f92b65f689bb872823b6f5a727395b7f5c7aaa39bf4f84f678126be646	caaae1f92b65f689bb872823b6f5a727395b7f5c7aaa39bf4f84f678126be646	0	0
